row_index,gene_id,gene_symbol,uniprot_accession,label,sequence_clean_length,n_windows,window_size,stride,representation
1091,ENSG00000158805,ZNF276,Q8N554,1,614,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1092,ENSG00000070444,MNT,Q99583,1,582,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1093,ENSG00000115159,GPD2,P43304,1,727,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1094,ENSG00000153896,ZNF599,Q96NL3,0,588,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1095,ENSG00000176222,ZNF404,Q494X3,0,552,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1096,ENSG00000164304,CAGE1,Q8TC20,0,777,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1097,ENSG00000101049,SGK2,Q9HBY8,1,367,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1098,ENSG00000173145,NOC3L,Q8WTT2,0,800,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1099,ENSG00000171970,ZNF57,Q68EA5,0,555,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1100,ENSG00000167967,E4F1,Q66K89,0,784,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1101,ENSG00000179133,C10orf67,Q8IYJ2,1,551,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1102,ENSG00000147905,ZCCHC7,Q8N3Z6,1,543,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1103,ENSG00000112053,SLC26A8,Q96RN1,0,970,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1104,ENSG00000166224,SGPL1,O95470,1,568,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1105,ENSG00000103460,TOX3,O15405,1,576,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1106,ENSG00000204595,DPRX,A6NFQ7,0,191,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1107,ENSG00000072858,SIDT1,Q9NXL6,1,827,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1108,ENSG00000121653,MAPK8IP1,Q9UQF2,1,711,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1109,ENSG00000061918,GUCY1B1,Q02153,1,619,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1110,ENSG00000163638,ADAMTS9,Q9P2N4,1,1935,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1111,ENSG00000004399,PLXND1,Q9Y4D7,1,1925,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1112,ENSG00000225556,C2CD4D,B7Z1M9,0,353,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1113,ENSG00000154783,FGD5,Q6ZNL6,1,1462,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1114,ENSG00000143303,METTL25B,Q96FB5,0,475,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1115,ENSG00000181915,ADO,Q96SZ5,1,270,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1116,ENSG00000105372,RPS19,P39019,0,145,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1117,ENSG00000084234,APLP2,Q06481,0,763,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1118,ENSG00000079739,PGM1,P36871,1,562,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1119,ENSG00000115421,PAPOLG,Q9BWT3,0,736,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1120,ENSG00000169991,IFFO2,Q5TF58,0,517,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1121,ENSG00000151553,FHIP2A,Q5W0V3,0,765,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1122,ENSG00000062524,LTK,P29376,1,864,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1123,ENSG00000103257,SLC7A5,Q01650,1,507,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1124,ENSG00000179869,ABCA13,Q86UQ4,0,5058,5,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1125,ENSG00000182168,UNC5C,O95185,1,931,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1126,ENSG00000124782,RREB1,Q92766,1,1687,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1127,ENSG00000188404,SELL,P14151,1,372,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1128,ENSG00000148660,CAMK2G,Q13555,1,558,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1129,ENSG00000184209,SNRNP35,Q16560,0,246,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1130,ENSG00000074706,IPCEF1,Q8WWN9,0,437,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1131,ENSG00000128713,HOXD11,P31277,0,338,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1132,ENSG00000158864,NDUFS2,O75306,1,463,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1133,ENSG00000079432,CIC,Q96RK0,0,2517,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1134,ENSG00000137513,NARS2,Q96I59,0,477,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1135,ENSG00000156515,HK1,P19367,1,917,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1136,ENSG00000159625,DRC7,Q8IY82,0,874,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1137,ENSG00000162063,CCNF,P41002,0,786,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1138,ENSG00000072609,CHFR,Q96EP1,0,664,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1139,ENSG00000187391,MAGI2,Q86UL8,1,1455,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1140,ENSG00000139675,HNRNPA1L2,Q32P51,0,320,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1141,ENSG00000156642,NPTN,Q9Y639,0,398,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1142,ENSG00000151623,NR3C2,P08235,1,984,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1143,ENSG00000069248,NUP133,Q8WUM0,1,1156,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1144,ENSG00000129003,VPS13C,Q709C8,1,3753,4,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1145,ENSG00000196739,COL27A1,Q8IZC6,1,1860,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1146,ENSG00000148737,TCF7L2,Q9NQB0,1,619,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1147,ENSG00000242852,ZNF709,Q8N972,0,641,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1148,ENSG00000167822,OR8J3,Q8NGG0,0,315,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1149,ENSG00000100344,PNPLA3,Q9NST1,1,481,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1150,ENSG00000198393,ZNF26,P17031,0,533,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1151,ENSG00000099282,TSPAN15,O95858,1,294,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1152,ENSG00000118473,SGIP1,Q9BQI5,1,828,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1153,ENSG00000206073,SERPINB4,P48594,0,390,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1154,ENSG00000137869,CYP19A1,P11511,1,503,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1155,ENSG00000133980,VRTN,Q9H8Y1,0,702,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1156,ENSG00000185053,SGCZ,Q96LD1,1,299,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1157,ENSG00000029534,ANK1,P16157,1,1881,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1158,ENSG00000138738,PRDM5,Q9NQX1,1,630,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1159,ENSG00000188493,ACTMAP,Q5BKX5,0,351,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1160,ENSG00000081277,PKP1,Q13835,0,747,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1161,ENSG00000102218,RP2,O75695,0,350,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1162,ENSG00000099954,CECR2,Q9BXF3,0,1484,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1163,ENSG00000175535,PNLIP,P16233,1,465,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1164,ENSG00000072110,ACTN1,P12814,1,892,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1165,ENSG00000181220,ZNF746,Q6NUN9,1,644,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1166,ENSG00000181195,PENK,P01210,1,267,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1167,ENSG00000188162,OTOG,Q6ZRI0,0,2925,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1168,ENSG00000124380,SNRNP27,Q8WVK2,0,155,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1169,ENSG00000111981,ULBP1,Q9BZM6,0,244,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1170,ENSG00000073711,PPP2R3A,Q06190,1,1150,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1171,ENSG00000100413,POLR3H,Q9Y535,0,204,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1172,ENSG00000254647,INS,P01308,1,110,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1173,ENSG00000187486,KCNJ11,Q14654,1,390,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1174,ENSG00000189362,NEMP2,A6NFY4,0,417,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1175,ENSG00000123562,MORF4L2,Q15014,0,288,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1176,ENSG00000119333,DYNC2I2,Q96EX3,0,536,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1177,ENSG00000134962,KLB,Q86Z14,1,1044,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1178,ENSG00000155980,KIF5A,Q12840,0,1032,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1179,ENSG00000138081,FBXO11,Q86XK2,1,927,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1180,ENSG00000074410,CA12,O43570,0,354,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1181,ENSG00000147535,PLPP5,Q8NEB5,0,264,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1182,ENSG00000187612,OR5W2,Q8NH69,0,310,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1183,ENSG00000186654,PRR5,P85299,0,388,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1184,ENSG00000089639,GMIP,Q9P107,0,970,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1185,ENSG00000263001,GTF2I,P78347,1,998,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1186,ENSG00000157764,BRAF,P15056,1,766,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1187,ENSG00000107929,LARP4B,Q92615,1,738,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1188,ENSG00000177105,RHOG,P84095,0,191,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1189,ENSG00000110717,NDUFS8,O00217,1,210,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1190,ENSG00000155918,RAET1L,Q5VY80,0,246,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1191,ENSG00000154370,TRIM11,Q96F44,0,468,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1192,ENSG00000076685,NT5C2,P49902,1,561,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1193,ENSG00000163159,VPS72,Q15906,0,364,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1194,ENSG00000064042,LIMCH1,Q9UPQ0,0,1083,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1195,ENSG00000170153,RNF150,Q9ULK6,0,438,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1196,ENSG00000179399,GPC5,P78333,1,572,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1197,ENSG00000162367,TAL1,P17542,1,331,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1198,ENSG00000101280,ANGPT4,Q9Y264,0,503,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1199,ENSG00000197530,MIB2,Q96AX9,0,955,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1200,ENSG00000171723,GPHN,Q9NQX3,0,736,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1201,ENSG00000130643,CALY,Q9NYX4,0,217,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1202,ENSG00000186442,KRT3,P12035,0,628,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1203,ENSG00000139915,MDGA2,Q7Z553,1,956,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1204,ENSG00000283599,UNKNOWN,A0A1B0GWI6,0,518,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1205,ENSG00000104369,JPH1,Q9HDC5,1,661,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1206,ENSG00000155858,LSM11,P83369,0,360,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1207,ENSG00000105221,AKT2,P31751,1,481,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1208,ENSG00000132849,PATJ,Q8NI35,1,1801,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1209,ENSG00000116117,PARD3B,Q8TEW8,1,1205,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1210,ENSG00000101104,PABPC1L,Q4VXU2,0,619,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1211,ENSG00000100532,CGRRF1,Q99675,0,332,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1212,ENSG00000203782,LORICRIN,P23490,0,312,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1213,ENSG00000109927,TECTA,O75443,0,2155,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1214,ENSG00000154122,ANKH,Q9HCJ1,1,492,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1215,ENSG00000142864,SERBP1,Q8NC51,0,408,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1216,ENSG00000101391,CDK5RAP1,Q96SZ6,1,601,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1217,ENSG00000184922,FMNL1,O95466,0,1100,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1218,ENSG00000142156,COL6A1,P12109,0,1028,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1219,ENSG00000141252,VPS53,Q5VIR6,1,832,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1220,ENSG00000134480,CCNH,P51946,1,323,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1221,ENSG00000127311,HELB,Q8NG08,0,1087,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1222,ENSG00000187726,DNAJB13,P59910,0,316,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1223,ENSG00000153814,JAZF1,Q86VZ6,1,243,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1224,ENSG00000184635,ZNF93,P35789,0,620,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1225,ENSG00000184937,WT1,P19544,1,449,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1226,ENSG00000135045,C9orf40,Q8IXQ3,0,194,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1227,ENSG00000137413,TAF8,Q7Z7C8,1,310,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1228,ENSG00000139890,REM2,Q8IYK8,0,340,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1229,ENSG00000091844,RGS17,Q9UGC6,1,210,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1230,ENSG00000051341,POLQ,O75417,0,2590,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1231,ENSG00000151917,BEND6,Q5SZJ8,0,279,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1232,ENSG00000212993,POU5F1B,Q06416,1,359,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1233,ENSG00000133247,KMT5C,Q86Y97,0,462,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1234,ENSG00000134954,ETS1,P14921,1,441,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1235,ENSG00000102908,NFAT5,O94916,1,1531,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1236,ENSG00000164347,GFM2,Q969S9,0,779,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1237,ENSG00000106631,MYL7,Q01449,1,175,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1238,ENSG00000075151,EIF4G3,O43432,0,1585,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1239,ENSG00000008086,CDKL5,O76039,0,960,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1240,ENSG00000100116,GCAT,O75600,0,419,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1241,ENSG00000121691,CAT,P04040,1,527,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1242,ENSG00000011028,MRC2,Q9UBG0,1,1479,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1243,ENSG00000163635,ATXN7,O15265,1,892,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1244,ENSG00000196781,TLE1,Q04724,1,770,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1245,ENSG00000129596,CDO1,Q16878,0,200,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1246,ENSG00000175463,TBC1D10C,Q8IV04,0,446,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1247,ENSG00000086205,FOLH1,Q04609,1,750,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1248,ENSG00000127603,MACF1,Q9UPN3,1,7388,8,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1249,ENSG00000179148,ALOXE3,Q9BYJ1,0,711,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1250,ENSG00000148143,ZNF462,Q96JM2,0,2506,3,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1251,ENSG00000069696,DRD4,P21917,1,419,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1252,ENSG00000137710,RDX,P35241,0,583,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1253,ENSG00000145569,OTULINL,Q9NUU6,1,356,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1254,ENSG00000140262,TCF12,Q99081,1,682,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1255,ENSG00000143971,ETAA1,Q9NY74,1,926,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1256,ENSG00000138944,SHISAL1,Q3SXP7,0,199,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1257,ENSG00000166228,PCBD1,P61457,1,104,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1258,ENSG00000163521,GLB1L,Q6UWU2,0,654,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1259,ENSG00000162594,IL23R,Q5VWK5,1,629,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1260,ENSG00000149289,ZC3H12C,Q9C0D7,1,883,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1261,ENSG00000204950,LRRC10B,A6NIK2,1,292,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1262,ENSG00000164330,EBF1,Q9UH73,1,591,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1263,ENSG00000084090,STARD7,Q9NQZ5,0,370,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1264,ENSG00000181722,ZBTB20,Q9HC78,1,741,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1265,ENSG00000111052,LIN7A,O14910,1,233,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1266,ENSG00000081177,EXD2,Q9NVH0,1,621,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1267,ENSG00000147113,DIPK2B,Q9H7Y0,0,433,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1268,ENSG00000184611,KCNH7,Q9NS40,1,1196,2,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1269,ENSG00000188626,GOLGA8M,H3BSY2,0,632,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1270,ENSG00000228672,PROB1,E7EW31,0,1015,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1271,ENSG00000165476,REEP3,Q6NUK4,1,255,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1272,ENSG00000113761,ZNF346,Q9UL40,0,294,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
1273,ENSG00000132437,DDC,P20711,1,480,1,1022,1022,ProtBERT_sliding_window_mean_pool_1022_stride_1022
