sample_index,gene_symbol,true_label,mean_oof_score__DNABERT2_multimodal,mean_oof_score__Genomic_only_K3K4Basic,mean_oof_score__Handcrafted_multimodal,mean_oof_score__Protein_only_ProtBERT_SW,percentile_rank__DNABERT2_multimodal,percentile_rank__Genomic_only_K3K4Basic,percentile_rank__Handcrafted_multimodal,percentile_rank__Protein_only_ProtBERT_SW,rank_desc__DNABERT2_multimodal,rank_desc__Genomic_only_K3K4Basic,rank_desc__Handcrafted_multimodal,rank_desc__Protein_only_ProtBERT_SW,dnabert2_minus_handcrafted_rank_delta,dnabert2_minus_handcrafted_score_delta,dnabert2_minus_handcrafted_percentile_delta,dnabert2_moved_up,dnabert2_moved_down,consensus_rank,mean_percentile_rank,n_curated_pathways,curated_pathways,n_external_sets,external_sets,case_interpretation
512,PIK3R1,0,0.2184,0.36159,0.18364,0.24527,0.06482,0.0482,0.03878,0.09197,1689,1719,1736,1640,-47,0.03476,0.02604,True,False,1771,0.06094,1,Insulin_signalling,0,,Lower-priority / background candidate
513,YTHDC2,0,0.36747,0.37267,0.32688,0.37208,0.31025,0.06925,0.2205,0.28144,1246,1681,1408,1298,-162,0.04058,0.08975,True,False,1507,0.22036,0,,0,,Lower-priority / background candidate
514,NDUFB5,0,0.70097,0.47133,0.64408,0.62871,0.80443,0.4277,0.72576,0.71025,354,1034,496,524,-142,0.05689,0.07867,True,False,539,0.66704,1,Mitochondrial_complex_I_OXPHOS,0,,Lower-priority / background candidate
515,CCDC81,1,0.38022,0.46918,0.36104,0.36346,0.3313,0.4205,0.28089,0.26981,1208,1047,1299,1319,-91,0.01917,0.05042,True,False,1275,0.32562,0,,0,,Current-positive low-rank / possible model miss
516,GPATCH2,0,0.35688,0.50218,0.37225,0.37647,0.29086,0.55734,0.30028,0.28975,1281,800,1264,1283,17,-0.01536,-0.00942,False,True,1206,0.35956,0,,0,,Lower-priority / background candidate
517,SLC49A3,0,0.35519,0.53023,0.34302,0.26253,0.28754,0.65097,0.24598,0.11524,1287,631,1362,1598,-75,0.01217,0.04155,True,False,1276,0.32493,0,,0,,Lower-priority / background candidate
518,MRPS30,1,0.76145,0.56312,0.73617,0.732,0.8903,0.74903,0.87202,0.89252,199,454,232,195,-33,0.02528,0.01828,True,False,176,0.85097,0,,0,,Known/current-positive high-confidence recovery
519,NDUFAF5,0,0.18987,0.48429,0.17427,0.20239,0.0349,0.47978,0.03102,0.03435,1743,940,1750,1744,-7,0.0156,0.00388,True,False,1660,0.14501,0,,0,,Lower-priority / background candidate
520,RBM44,1,0.64654,0.55511,0.58701,0.54812,0.72909,0.72798,0.63324,0.56787,490,492,663,781,-173,0.05954,0.09584,True,False,541,0.66454,0,,0,,Lower-priority / background candidate
521,PPP3CA,1,0.53702,0.65124,0.56109,0.4845,0.56011,0.91856,0.59224,0.46648,795,148,737,964,58,-0.02407,-0.03213,False,True,615,0.63435,0,,0,,Lower-priority / background candidate
522,DEDD2,1,0.31401,0.38849,0.343,0.57714,0.22992,0.10416,0.24543,0.62327,1391,1618,1363,681,28,-0.02898,-0.01551,False,True,1328,0.30069,0,,0,,Current-positive low-rank / possible model miss
523,TTC9C,0,0.54071,0.59816,0.66151,0.62326,0.5662,0.82936,0.75291,0.69584,784,309,447,550,337,-0.12079,-0.1867,False,True,448,0.71108,0,,0,,Lower-priority / background candidate
524,AREL1,0,0.38718,0.48783,0.63375,0.69661,0.33961,0.49751,0.70582,0.83823,1193,908,532,293,661,-0.24658,-0.3662,False,True,697,0.59529,0,,0,,Lower-priority / background candidate
525,DRD3,0,0.38918,0.64498,0.33542,0.27053,0.34072,0.90692,0.2349,0.12465,1191,169,1382,1581,-191,0.05377,0.10582,True,False,1113,0.4018,0,,0,,Lower-priority / background candidate
526,ACE,0,0.48014,0.48344,0.38973,0.35706,0.47479,0.47645,0.32687,0.25873,949,946,1216,1339,-267,0.09041,0.14792,True,False,1154,0.38421,0,,0,,Lower-priority / background candidate
527,FITM2,1,0.74826,0.64385,0.78006,0.75608,0.87313,0.90416,0.93463,0.93296,230,174,119,122,111,-0.0318,-0.0615,False,True,76,0.91122,0,,0,,Known/current-positive high-confidence recovery
528,ITIH6,0,0.6172,0.52904,0.60619,0.61751,0.68089,0.64764,0.66427,0.68199,577,637,607,575,-30,0.01101,0.01662,True,False,532,0.6687,0,,0,,Lower-priority / background candidate
529,EML1,1,0.63249,0.40518,0.61744,0.62426,0.70692,0.15956,0.68089,0.69972,530,1518,577,543,-47,0.01505,0.02604,True,False,772,0.56177,0,,0,,Lower-priority / background candidate
530,FOXD4L5,1,0.30176,0.46344,0.43896,0.50608,0.20665,0.39612,0.40609,0.50305,1433,1091,1073,898,360,-0.13719,-0.19945,False,True,1168,0.37798,0,,0,,Current-positive low-rank / possible model miss
531,PSMD13,0,0.30763,0.43508,0.2997,0.31572,0.21994,0.27258,0.18338,0.19668,1409,1314,1475,1451,-66,0.00793,0.03657,True,False,1511,0.21814,0,,0,,Lower-priority / background candidate
532,SEPHS2,1,0.66313,0.44693,0.5672,0.59201,0.75014,0.32853,0.59889,0.64709,452,1213,725,638,-273,0.09593,0.15125,True,False,732,0.58116,0,,0,,Lower-priority / background candidate
533,LRP12,0,0.42343,0.45132,0.35984,0.41936,0.38892,0.34515,0.27812,0.36011,1104,1183,1304,1156,-200,0.06359,0.1108,True,False,1235,0.34307,0,,0,,Lower-priority / background candidate
534,FEZF1,1,0.87388,0.64591,0.86465,0.84124,0.99446,0.90859,0.99446,0.99778,11,166,11,5,0,0.00924,0.0,False,False,9,0.97382,0,,0,,Known/current-positive high-confidence recovery
535,LRRC37A3,1,0.43211,0.55075,0.6297,0.64397,0.40222,0.71413,0.70028,0.73629,1080,517,542,477,538,-0.19759,-0.29806,False,True,604,0.63823,0,,0,,Lower-priority / background candidate
536,CST11,0,0.601,0.51901,0.51436,0.53536,0.65762,0.61551,0.52078,0.54571,619,695,866,821,-247,0.08664,0.13684,True,False,719,0.5849,0,,0,,Lower-priority / background candidate
537,CDKL2,1,0.5938,0.4318,0.53073,0.49752,0.64211,0.2626,0.54737,0.49363,647,1332,818,915,-171,0.06308,0.09474,True,False,934,0.48643,0,,0,,Lower-priority / background candidate
538,C1GALT1,0,0.45337,0.39159,0.4744,0.62494,0.4338,0.11468,0.45596,0.70194,1023,1599,983,539,40,-0.02104,-0.02216,False,True,1057,0.42659,0,,0,,Lower-priority / background candidate
539,TRPC7,1,0.71287,0.4144,0.63818,0.7096,0.81884,0.19391,0.71191,0.86039,328,1456,521,253,-193,0.07468,0.10693,True,False,585,0.64626,0,,0,,Lower-priority / background candidate
540,GLI2,1,0.65383,0.5115,0.64639,0.6407,0.73906,0.58947,0.72798,0.73019,472,742,492,488,-20,0.00745,0.01108,True,False,475,0.69668,0,,0,,Lower-priority / background candidate
541,SCAF1,1,0.50548,0.47459,0.38349,0.47971,0.51136,0.44044,0.31468,0.45873,883,1011,1238,978,-355,0.12199,0.19668,True,False,1045,0.4313,0,,0,,Current-positive low-rank / possible model miss
542,CPNE4,0,0.20314,0.41822,0.20454,0.23653,0.04764,0.20831,0.05873,0.07812,1720,1430,1700,1665,20,-0.0014,-0.01108,False,True,1725,0.0982,0,,0,,Lower-priority / background candidate
543,ZZZ3,1,0.51511,0.39312,0.58529,0.6308,0.52742,0.11856,0.63047,0.71246,854,1592,668,520,186,-0.07018,-0.10305,False,True,910,0.49723,0,,0,,Lower-priority / background candidate
544,IFNW1,0,0.58016,0.42145,0.4424,0.51432,0.62161,0.22161,0.41219,0.51302,684,1406,1062,880,-378,0.13776,0.20942,True,False,1013,0.44211,0,,0,,Lower-priority / background candidate
545,NBPF1,1,0.74729,0.59379,0.73886,0.6614,0.87147,0.8205,0.87812,0.76731,233,325,221,421,12,0.00843,-0.00665,False,True,203,0.83435,0,,0,,Lower-priority / background candidate
546,CUL3,0,0.48526,0.48744,0.59831,0.57219,0.48698,0.49474,0.64986,0.61496,927,913,633,696,294,-0.11305,-0.16288,False,True,773,0.56163,0,,0,,Lower-priority / background candidate
547,ZNF268,0,0.3634,0.54882,0.39617,0.31803,0.30194,0.70859,0.33629,0.2,1261,527,1199,1445,62,-0.03278,-0.03435,False,True,1144,0.3867,0,,0,,Lower-priority / background candidate
548,DACH1,0,0.17492,0.37421,0.17648,0.27446,0.02216,0.07147,0.03269,0.13019,1766,1677,1747,1571,19,-0.00156,-0.01053,False,True,1766,0.06413,0,,0,,Lower-priority / background candidate
549,UBAP1,1,0.57227,0.41722,0.69467,0.65374,0.61163,0.20388,0.80332,0.75512,702,1438,356,443,346,-0.1224,-0.19169,False,True,700,0.59349,0,,0,,Lower-priority / background candidate
550,GPAT4,1,0.59381,0.78277,0.60068,0.40222,0.64266,0.99834,0.65319,0.33019,646,4,627,1210,19,-0.00687,-0.01053,False,True,562,0.65609,0,,0,,Lower-priority / background candidate
551,DUSP9,1,0.24988,0.49799,0.39651,0.46192,0.1169,0.54238,0.3374,0.43158,1595,827,1197,1027,398,-0.14663,-0.2205,False,True,1211,0.35706,1,Known_T2D_GWAS_loci,0,,Current-positive low-rank / possible model miss
552,TNRC6A,1,0.8104,0.63245,0.79925,0.75414,0.95014,0.88421,0.95236,0.92909,91,210,87,129,4,0.01115,-0.00222,False,True,58,0.92895,0,,0,,Known/current-positive high-confidence recovery
553,SPDYE2B,1,0.23756,0.48682,0.23414,0.25065,0.09197,0.49252,0.09584,0.09862,1640,917,1633,1628,7,0.00342,-0.00388,False,True,1562,0.19474,0,,0,,Current-positive low-rank / possible model miss
554,TFEB,1,0.24583,0.46313,0.30575,0.40483,0.10692,0.39335,0.19391,0.33463,1613,1096,1456,1202,157,-0.05993,-0.08698,False,True,1419,0.2572,0,,0,,Current-positive low-rank / possible model miss
555,GPR156,1,0.59779,0.61276,0.477,0.43334,0.65208,0.85319,0.45983,0.3867,629,266,976,1108,-347,0.12079,0.19224,True,False,708,0.58795,0,,0,,Lower-priority / background candidate
556,SYDE2,0,0.81689,0.57064,0.76873,0.70157,0.95623,0.7662,0.92244,0.84432,80,423,141,282,-61,0.04816,0.0338,True,False,140,0.8723,0,,0,,High-ranked current-negative candidate requiring audit
557,ZBTB14,1,0.59815,0.49412,0.63836,0.63414,0.65374,0.52521,0.71246,0.72022,626,858,520,506,106,-0.04022,-0.05873,False,True,567,0.65291,0,,0,,Lower-priority / background candidate
558,FXYD2,0,0.52378,0.55865,0.49809,0.4227,0.5385,0.73629,0.49363,0.36565,834,477,915,1146,-81,0.02569,0.04488,True,False,837,0.53352,0,,0,,Lower-priority / background candidate
559,ZIK1,1,0.54961,0.54128,0.61181,0.53074,0.57784,0.68476,0.67091,0.5385,763,570,595,834,168,-0.0622,-0.09308,False,True,651,0.61801,0,,0,,Lower-priority / background candidate
560,VDR,1,0.84354,0.76538,0.90992,0.81809,0.98061,0.99668,1.0,0.98781,36,7,1,23,35,-0.06638,-0.01939,False,True,2,0.99127,0,,0,,Known/current-positive high-confidence recovery
561,GPR26,1,0.28296,0.41673,0.32992,0.42133,0.17507,0.20166,0.22548,0.36233,1490,1442,1399,1152,91,-0.04696,-0.05042,False,True,1462,0.24114,0,,0,,Current-positive low-rank / possible model miss
562,HCFC2,1,0.39808,0.42218,0.34137,0.39723,0.35346,0.22438,0.24155,0.32244,1168,1401,1370,1224,-202,0.05671,0.11191,True,False,1353,0.28546,0,,0,,Current-positive low-rank / possible model miss
563,IGF1R,0,0.45181,0.41446,0.44098,0.39712,0.42992,0.19446,0.40831,0.32188,1030,1455,1069,1225,-39,0.01083,0.02161,True,False,1241,0.33864,0,,0,,Lower-priority / background candidate
564,NAA60,1,0.5279,0.46086,0.66463,0.72569,0.5446,0.38172,0.76011,0.88089,823,1117,434,216,389,-0.13673,-0.21551,False,True,598,0.64183,0,,0,,Lower-priority / background candidate
565,ROBO2,1,0.45422,0.49833,0.53413,0.5009,0.43601,0.54404,0.55069,0.49751,1019,824,812,908,207,-0.07992,-0.11468,False,True,891,0.50706,0,,0,,Lower-priority / background candidate
566,MT4,1,0.48232,0.56269,0.41983,0.41158,0.47867,0.74848,0.37452,0.34238,942,455,1130,1188,-188,0.06249,0.10416,True,False,935,0.48601,0,,0,,Lower-priority / background candidate
567,TRIM73,1,0.69724,0.57898,0.54985,0.49609,0.80055,0.7856,0.57396,0.4903,361,388,770,921,-409,0.14739,0.22659,True,False,543,0.6626,0,,0,,Lower-priority / background candidate
568,ANKIB1,0,0.53153,0.41558,0.42432,0.47164,0.55291,0.19723,0.38282,0.44432,808,1450,1115,1004,-307,0.10721,0.17008,True,False,1128,0.39432,0,,0,,Lower-priority / background candidate
569,PLPPR1,0,0.48081,0.40909,0.60225,0.67433,0.47701,0.17562,0.65651,0.79335,945,1489,621,374,324,-0.12144,-0.1795,False,True,855,0.52562,0,,0,,Lower-priority / background candidate
570,JMJD1C,0,0.24176,0.45796,0.33165,0.39298,0.10028,0.37174,0.22826,0.31246,1625,1135,1394,1242,231,-0.08988,-0.12798,False,True,1428,0.25319,0,,0,,Lower-priority / background candidate
571,MYOZ2,1,0.56597,0.45483,0.56045,0.45301,0.60166,0.36177,0.59169,0.41274,720,1153,738,1061,-18,0.00552,0.00997,True,False,926,0.49197,0,,0,,Lower-priority / background candidate
572,PSTPIP1,0,0.47318,0.49247,0.36294,0.39531,0.46316,0.51745,0.28366,0.31634,970,872,1294,1235,-324,0.11024,0.1795,True,False,1126,0.39515,0,,0,,Lower-priority / background candidate
573,TSPEAR,1,0.73729,0.68522,0.68222,0.54901,0.85374,0.96122,0.7867,0.57119,265,71,386,775,-121,0.05506,0.06704,True,False,278,0.79321,0,,0,,Lower-priority / background candidate
574,SLC22A3,0,0.20115,0.46257,0.23215,0.26292,0.04654,0.39003,0.09308,0.11579,1722,1102,1638,1597,84,-0.031,-0.04654,False,True,1627,0.16136,0,,0,,Lower-priority / background candidate
575,MLXIPL,1,0.87681,0.62759,0.84548,0.82981,0.99612,0.87368,0.99114,0.99335,8,229,17,13,-9,0.03133,0.00499,True,False,17,0.96357,0,,0,,Known/current-positive high-confidence recovery
576,KRT15,0,0.66511,0.48337,0.66074,0.73928,0.75512,0.47479,0.7518,0.90582,443,949,449,171,-6,0.00437,0.00332,True,False,424,0.72188,0,,0,,Lower-priority / background candidate
577,RBPJ,0,0.56632,0.43839,0.60322,0.72214,0.60222,0.28975,0.65817,0.87701,719,1283,618,223,101,-0.03689,-0.05596,False,True,674,0.60679,0,,0,,Lower-priority / background candidate
578,ENTPD7,1,0.59181,0.58841,0.56964,0.58075,0.63823,0.80942,0.60332,0.62992,654,345,717,669,-63,0.02217,0.0349,True,False,526,0.67022,0,,0,,Lower-priority / background candidate
579,HMGCR,1,0.83119,0.57308,0.8058,0.75558,0.97285,0.77119,0.96011,0.9313,50,414,73,125,-23,0.02539,0.01274,True,False,81,0.90886,0,,0,,Known/current-positive high-confidence recovery
580,PKIG,1,0.68064,0.5785,0.62587,0.5892,0.77618,0.78338,0.69252,0.64044,405,392,556,650,-151,0.05477,0.08366,True,False,420,0.72313,0,,0,,Lower-priority / background candidate
581,NYNRIN,0,0.64241,0.38681,0.58449,0.53377,0.72078,0.09751,0.62881,0.54127,505,1630,671,829,-166,0.05792,0.09197,True,False,911,0.49709,0,,0,,Lower-priority / background candidate
582,SEC23IP,0,0.28169,0.43576,0.26414,0.26077,0.17452,0.2759,0.1374,0.11191,1491,1308,1558,1604,-67,0.01755,0.03712,True,False,1605,0.17493,0,,0,,Lower-priority / background candidate
583,OLFML1,0,0.35544,0.48437,0.33211,0.28043,0.28809,0.48144,0.23047,0.14183,1286,937,1390,1550,-104,0.02333,0.05762,True,False,1354,0.28546,0,,0,,Lower-priority / background candidate
584,ZNF281,0,0.28054,0.46226,0.48605,0.53038,0.17174,0.38781,0.47313,0.53684,1496,1106,952,837,544,-0.20551,-0.30138,False,True,1131,0.39238,0,,0,,Lower-priority / background candidate
585,NDUFA12,0,0.80602,0.71657,0.71908,0.60253,0.94626,0.98393,0.84598,0.66371,98,30,279,608,-181,0.08693,0.10028,True,False,158,0.85997,1,Mitochondrial_complex_I_OXPHOS,0,,Current-negative but pathway-supported hypothesis candidate
586,NR2F1,0,0.25247,0.5306,0.34637,0.37014,0.12244,0.65319,0.25152,0.27756,1585,627,1352,1305,233,-0.0939,-0.12909,False,True,1273,0.32618,0,,0,,Lower-priority / background candidate
587,PCNT,1,0.81751,0.62766,0.77576,0.74261,0.95734,0.87424,0.93019,0.91413,78,228,127,156,-49,0.04176,0.02715,True,False,70,0.91898,0,,0,,Known/current-positive high-confidence recovery
588,FUT9,1,0.27723,0.55867,0.31663,0.3433,0.16454,0.73684,0.20665,0.23823,1509,476,1433,1376,76,-0.03941,-0.0421,False,True,1246,0.33656,0,,0,,Current-positive low-rank / possible model miss
589,PLK5,0,0.21307,0.53782,0.25743,0.31901,0.05873,0.67535,0.13296,0.20277,1700,587,1566,1440,134,-0.04436,-0.07424,False,True,1394,0.26745,0,,0,,Lower-priority / background candidate
590,GDAP2,0,0.16579,0.48917,0.1954,0.22157,0.01551,0.50138,0.05152,0.05651,1778,901,1713,1704,65,-0.02961,-0.03601,False,True,1637,0.15623,0,,0,,Lower-priority / background candidate
591,ACADS,1,0.81756,0.50187,0.81344,0.82574,0.9579,0.55623,0.96731,0.99169,77,802,60,16,17,0.00412,-0.00942,False,True,147,0.86828,0,,0,,Known/current-positive high-confidence recovery
592,RGS18,1,0.82272,0.60969,0.8142,0.78193,0.96454,0.84543,0.96787,0.96233,65,280,59,69,6,0.00853,-0.00332,False,True,51,0.93504,0,,0,,Known/current-positive high-confidence recovery
593,KLHL21,0,0.34445,0.5138,0.36558,0.33052,0.27368,0.59834,0.2892,0.21939,1312,726,1284,1410,28,-0.02113,-0.01551,False,True,1229,0.34515,0,,0,,Lower-priority / background candidate
594,KCNK4,1,0.23432,0.42913,0.25337,0.3313,0.08698,0.24875,0.12798,0.21994,1649,1357,1575,1409,74,-0.01905,-0.041,False,True,1614,0.17091,0,,0,,Current-positive low-rank / possible model miss
595,ZEB2,1,0.57166,0.5594,0.41617,0.37566,0.61053,0.73906,0.36787,0.28754,704,472,1142,1287,-438,0.15548,0.24266,True,False,903,0.50125,0,,0,,Lower-priority / background candidate
596,DOCK9,0,0.58654,0.43796,0.52309,0.60407,0.63047,0.28809,0.53407,0.66648,668,1286,842,603,-174,0.06345,0.0964,True,False,843,0.52978,0,,0,,Lower-priority / background candidate
597,MAGEE1,0,0.57083,0.46867,0.66023,0.69104,0.60997,0.41773,0.75069,0.82327,705,1052,451,320,254,-0.0894,-0.14072,False,True,573,0.65042,0,,0,,Lower-priority / background candidate
598,BMAL1,1,0.83822,0.59128,0.84498,0.80284,0.97618,0.81662,0.99058,0.97728,44,332,18,42,26,-0.00675,-0.0144,False,True,42,0.94017,0,,0,,Known/current-positive high-confidence recovery
599,TNS1,1,0.44209,0.40594,0.27016,0.29894,0.41607,0.16399,0.14294,0.16676,1055,1510,1548,1505,-493,0.17193,0.27313,True,False,1502,0.22244,0,,0,,Current-positive low-rank / possible model miss
600,CNR1,0,0.20421,0.40576,0.22915,0.27459,0.05042,0.16177,0.08975,0.13075,1715,1514,1644,1570,71,-0.02494,-0.03933,False,True,1707,0.10817,0,,0,,Lower-priority / background candidate
601,TCAF1,0,0.41278,0.42971,0.42426,0.48685,0.37396,0.25319,0.38227,0.47368,1131,1349,1116,951,15,-0.01149,-0.00831,False,True,1179,0.37078,0,,0,,Lower-priority / background candidate
602,JADE3,0,0.22097,0.44227,0.25271,0.27784,0.06981,0.30526,0.12687,0.1374,1680,1255,1577,1558,103,-0.03174,-0.05706,False,True,1632,0.15983,0,,0,,Lower-priority / background candidate
603,USP19,0,0.19894,0.41069,0.15673,0.2431,0.04488,0.18116,0.01662,0.08975,1725,1479,1776,1644,-51,0.04221,0.02826,True,False,1739,0.0831,0,,0,,Lower-priority / background candidate
604,ZNF343,1,0.62538,0.54507,0.63528,0.55738,0.69197,0.69695,0.70803,0.58338,557,548,528,753,29,-0.00991,-0.01607,False,True,528,0.67008,0,,0,,Lower-priority / background candidate
605,BICDL2,1,0.45601,0.63076,0.39915,0.30312,0.43823,0.88144,0.34127,0.17452,1015,215,1190,1491,-175,0.05686,0.09695,True,False,985,0.45886,0,,0,,Lower-priority / background candidate
606,OTOGL,1,0.58851,0.42719,0.5144,0.58041,0.63269,0.24044,0.52133,0.62826,664,1372,865,672,-201,0.07411,0.11136,True,False,895,0.50568,0,,0,,Lower-priority / background candidate
607,NDUFA9,0,0.6728,0.50941,0.66345,0.66055,0.76344,0.58338,0.75623,0.7662,428,753,441,423,-13,0.00935,0.0072,True,False,431,0.71731,1,Mitochondrial_complex_I_OXPHOS,0,,Current-negative but pathway-supported hypothesis candidate
608,ISL1,1,0.40566,0.59746,0.41257,0.309,0.36399,0.8277,0.36454,0.18504,1149,312,1148,1472,1,-0.00692,-0.00055,False,True,1033,0.43532,1,Beta_cell_function_development,0,,Current-positive low-rank / possible model miss
609,C20ORF173,1,0.50572,0.43514,0.43536,0.52647,0.51191,0.27313,0.40111,0.53075,882,1313,1082,848,-200,0.07036,0.1108,True,False,1051,0.42922,0,,0,,Current-positive low-rank / possible model miss
610,DUSP23,1,0.72921,0.60161,0.62659,0.43808,0.84488,0.83269,0.69474,0.39446,281,303,552,1094,-271,0.10262,0.15014,True,False,489,0.69169,0,,0,,Lower-priority / background candidate
611,IRS2,1,0.41079,0.50546,0.44937,0.43529,0.36953,0.57008,0.42161,0.38947,1139,777,1045,1103,94,-0.03858,-0.05208,False,True,1027,0.43767,2,Glucose_metabolism_transport; Insulin_signalling,0,,Current-positive low-rank / possible model miss
612,SMARCAD1,0,0.81289,0.6951,0.82647,0.77103,0.95236,0.97119,0.9795,0.95236,87,53,38,87,49,-0.01357,-0.02715,False,True,16,0.96385,0,,0,,High-ranked current-negative candidate requiring audit
613,ADAMTS6,0,0.34881,0.40508,0.25109,0.30654,0.27978,0.159,0.12465,0.18116,1301,1519,1581,1479,-280,0.09772,0.15512,True,False,1580,0.18615,0,,0,,Lower-priority / background candidate
614,ARID5B,0,0.26882,0.50683,0.38633,0.25522,0.15125,0.57673,0.31856,0.10138,1533,765,1231,1623,302,-0.11751,-0.16731,False,True,1351,0.28698,0,,0,,Lower-priority / background candidate
615,DHTKD1,1,0.52951,0.53577,0.55934,0.61353,0.54903,0.66925,0.58947,0.67867,815,598,742,581,73,-0.02983,-0.04044,False,True,643,0.62161,0,,0,,Lower-priority / background candidate
616,MRPS14,1,0.69077,0.74028,0.767,0.75708,0.78947,0.99114,0.91856,0.93407,381,17,148,120,233,-0.07622,-0.12909,False,True,83,0.90831,0,,0,,Known/current-positive high-confidence recovery
617,STAP1,0,0.25615,0.3905,0.26738,0.33433,0.12798,0.11136,0.14127,0.22715,1575,1605,1551,1396,24,-0.01123,-0.0133,False,True,1646,0.15194,0,,0,,Lower-priority / background candidate
618,HAS2,0,0.45533,0.47256,0.43499,0.50068,0.43712,0.43324,0.39889,0.49695,1017,1024,1086,909,-69,0.02034,0.03823,True,False,1014,0.44155,0,,0,,Lower-priority / background candidate
619,NDUFS5,0,0.42575,0.47051,0.40991,0.49258,0.39501,0.42493,0.3579,0.4831,1093,1039,1160,934,-67,0.01584,0.03712,True,False,1083,0.41524,1,Mitochondrial_complex_I_OXPHOS,0,,Lower-priority / background candidate
620,DNASE1,0,0.3734,0.54872,0.32948,0.23485,0.32188,0.70748,0.22382,0.07535,1225,529,1402,1670,-177,0.04392,0.09806,True,False,1257,0.33213,0,,0,,Lower-priority / background candidate
621,TAF11L9,1,0.82785,0.72334,0.79246,0.69275,0.96953,0.9867,0.94681,0.82715,56,25,97,313,-41,0.03539,0.02271,True,False,55,0.93255,0,,0,,Known/current-positive high-confidence recovery
622,GSDMC,1,0.45194,0.64631,0.39049,0.40988,0.43047,0.90914,0.32853,0.33961,1029,165,1213,1193,-184,0.06145,0.10194,True,False,901,0.50194,0,,0,,Lower-priority / background candidate
623,ZNF541,1,0.69642,0.45631,0.71731,0.77927,0.79945,0.36454,0.84266,0.959,363,1148,285,75,78,-0.02089,-0.04321,False,True,383,0.74141,0,,0,,Lower-priority / background candidate
624,KIF26A,0,0.26027,0.48436,0.24009,0.24558,0.13629,0.48089,0.10637,0.09252,1560,938,1614,1639,-54,0.02018,0.02992,True,False,1544,0.20402,0,,0,,Lower-priority / background candidate
625,PPP4R3A,0,0.61513,0.37826,0.59734,0.65603,0.67756,0.07812,0.64764,0.75956,583,1665,637,435,-54,0.01779,0.02992,True,False,819,0.54072,0,,0,,Lower-priority / background candidate
