rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean
1462,MONDO_0005148,direct_only,ENSG00000144366,GULP1,GULP PTB domain containing engulfment adaptor 1,0.2021870074746829,,0.3298465860199884,,,,0.0547137717850459,,,0.0,0.0,,0.0,0.0,0.0,,-0.1936292327375477,0.6217100000000002,0.0,0.0,0.5,0.0,,,,,,,,1462
1463,MONDO_0005148,direct_only,ENSG00000168374,ARF4,ARF GTPase 4,0.2019960855569871,,0.3322682225519246,,,,,-0.7736348593491451,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7222200000000001,-0.7083324999999998,-1.0,-1.0,-1.0,,,,,,,,1463
1464,MONDO_0005148,direct_only,ENSG00000154553,PDLIM3,PDZ and LIM domain 3,0.2017266006541284,,0.305287682500148,,,,0.5307451569879714,0.1863210148924434,,0.0,0.0,,0.0,0.0,0.0,,-0.9012553461548524,0.0,0.0,0.0,0.75,0.0,,,,,,,,1464
1465,MONDO_0005148,direct_only,ENSG00000132874,SLC14A2,solute carrier family 14 member 2,0.201707801032963,,0.3311860856026314,,,,0.0121586159522324,0.0702702702702702,,0.0,0.0,,0.0,1.0,0.0,,-0.7902278166529086,0.0,0.0,0.5,0.5,0.0,,,,,,,,1465
1466,MONDO_0005148,direct_only,ENSG00000198739,LRRTM3,leucine rich repeat transmembrane neuronal 3,0.2012864537897849,,0.3311009321794181,,,,,-0.4083838940981797,,0.0,0.0,,0.0,1.0,0.0,,-0.2257428957797491,0.8795200000000001,0.0,0.5,0.5,0.0,,,,,,,,1466
1467,MONDO_0005148,direct_only,ENSG00000178694,NSUN3,NOP2/Sun RNA methyltransferase 3,0.201239007081317,,0.3310228859467641,,,,,-0.2945394373965803,,0.0,0.0,,0.0,0.0,0.0,,-0.2545547819645291,0.1176450000000002,0.0,-1.0,-1.0,0.0,,,,,,,,1467
1468,MONDO_0005148,direct_only,ENSG00000086300,SNX10,sorting nexin 10,0.2011335890499314,,0.3302287437127195,,,,,0.6953116381687809,,0.0,0.0,,0.0,0.0,0.0,,-0.7897203864066465,0.7761200000000003,0.0,0.0,0.5,0.0,,,,,,0.0124147515426681,,1468
1469,MONDO_0005148,direct_only,ENSG00000225614,ZNF469,zinc finger protein 469,0.2010903765451128,,0.330778400000686,,,,,0.7975730832873691,,0.0,0.0,,0.0,0.0,0.0,,-0.2641233821064384,0.0,,0.5,0.5,0.0,,,,,,,,1469
1470,MONDO_0005148,direct_only,ENSG00000122729,ACO1,aconitase 1,0.2010681573045392,,0.3265213810790122,,,,0.0844093991621221,-0.2233866519580805,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.6681649999999998,-0.0298099999999999,-1.0,0.5,0.0,,,,,,,,1470
1471,MONDO_0005148,direct_only,ENSG00000143727,ACP1,acid phosphatase 1,0.200944212558578,,0.326017985665256,,,,0.0903997135253015,0.714065085493657,0.0,1.0,0.0,255.0,1.0,0.0,0.0,,0.0,0.2405050000000002,0.0,-1.0,-1.0,0.0,,,,,,,,1471
1472,MONDO_0005148,direct_only,ENSG00000146872,TLK2,tousled like kinase 2,0.2008753326104438,,0.3304246690571084,,,,,-0.9936017650303364,,1.0,0.0,,1.0,0.0,0.0,,-0.7951270916369243,0.9666649999999996,-0.3266674999999999,-1.0,-1.0,-1.0,,,,,,,,1472
1473,MONDO_0005148,direct_only,ENSG00000165983,PTER,phosphotriesterase related,0.20081748143034,,0.3294176120622397,,,,0.0182379239283486,0.7172642029784886,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3839550000000002,,0.0,0.5,0.0,,,,,,,,1473
1474,MONDO_0005148,direct_only,ENSG00000164078,MST1R,macrophage stimulating 1 receptor,0.2007586949940389,,0.3265852242491086,,,,0.0729516957133945,0.0285714285714284,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.8090149854828396,0.0,0.0,0.0,0.5,0.0,,,,,,,,1474
1475,MONDO_0005148,direct_only,ENSG00000169410,PTPN9,protein tyrosine phosphatase non-receptor type 9,0.2007549534369553,,0.3211478959084642,,,,0.181575170980393,-0.6557087699944844,,1.0,0.0,255.0,1.0,0.0,0.0,,-0.8757591110182175,0.8650950000000002,0.0,-1.0,-1.0,0.0,,,,,,,,1475
1476,MONDO_0005148,direct_only,ENSG00000228075,BOD1L2,biorientation of chromosomes in cell division 1 like 2,0.200613075716035,,0.3299932763797854,,,,,0.8462217319360177,,0.0,0.0,,0.0,0.0,0.0,,-0.4037415508730993,0.0697650000000003,-0.6511624999999999,1.0,1.0,0.0,,,,,,,,1476
1477,MONDO_0005148,direct_only,ENSG00000196466,ZNF799,zinc finger protein 799,0.2005298967971249,,0.3298564533742115,,,,,0.1533370104798677,,0.0,0.0,,0.0,0.0,0.0,,,0.0,-0.8250399999999999,-1.0,-1.0,0.0,,,,,,,,1477
1478,MONDO_0005148,direct_only,ENSG00000182670,TTC3,tetratricopeptide repeat domain 3,0.200407336914376,,0.3235755436973255,,,,0.1215861595223242,-0.2259238830667401,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,0.0,,,,,,,,1478
1479,MONDO_0005148,direct_only,ENSG00000187122,SLIT1,slit guidance ligand 1,0.2001400989270148,,0.3276954384824128,,,,0.030396539880581,-0.7609487038058467,,0.0,0.0,255.0,0.0,1.0,1.0,,0.0,0.7196849999999998,-0.137875,0.5,0.75,0.0,,,,,,,,1479
1480,MONDO_0005148,direct_only,ENSG00000185666,SYN3,synapsin III,0.1999152615845075,,0.3282374943230025,,,,0.0121586159522324,-0.4066188637617208,,0.0,1.0,,0.0,0.0,0.0,,-0.6691300622861956,0.6120699999999999,0.0,0.5,0.5,0.0,,,,,,,,1480
1481,MONDO_0005148,direct_only,ENSG00000139350,NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,0.1998411141957211,,0.3256838043082435,,,,0.0607930797611621,-0.2176503033645891,,0.0,0.0,,0.0,0.0,0.0,,-0.1423055543472803,0.2727249999999998,0.0,-1.0,-1.0,-1.0,,,,,,,,1481
1482,MONDO_0005148,direct_only,ENSG00000162522,NHSL3,NHS like 3,0.1998216129248304,,0.3286913801864785,,,,,-0.3351351351351351,,0.0,0.0,,0.0,1.0,0.0,,,0.0447899999999997,0.0,-1.0,-1.0,0.0,,,,,,,,1482
1483,MONDO_0005148,direct_only,ENSG00000169083,AR,androgen receptor,0.1995810987689506,,0.2985562993624361,,,,0.594789066012118,,1.0,1.0,1.0,255.0,1.0,0.0,0.0,1.0,-0.7350857469360702,0.2826099999999997,0.0,0.0,0.5,0.0,,,,,255.0,,,1483
1484,MONDO_0005148,direct_only,ENSG00000105967,TFEC,transcription factor EC,0.1992788924353364,,0.3277986461917109,,,,,-0.1106453392167677,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,1484
1485,MONDO_0005148,direct_only,ENSG00000172216,CEBPB,CCAAT enhancer binding protein beta,0.1989876738614567,,0.3120672230832711,,,,0.3050478133507477,0.7810259238830668,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.9291742010572912,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,1485
1486,MONDO_0005148,direct_only,ENSG00000165325,DEUP1,deuterosome assembly protein 1,0.1988964966494401,,0.3271696341604097,,,,,0.2013237727523442,,0.0,0.0,,0.0,0.0,0.0,,-0.1000271258662074,0.0149,0.0,0.5,0.75,0.0,,,,,,,,1486
1487,MONDO_0005148,direct_only,ENSG00000124232,RBPJL,recombination signal binding protein for immunoglobulin kappa J region like,0.1988326785569852,,,0.3039653988058105,,,0.4619851887683311,0.2155543298400442,,0.0,0.0,,0.0,0.0,0.0,,-0.0537322466794323,0.3907150000000001,0.0,0.5,1.0,0.0,,,,,,,,1487
1488,MONDO_0005148,direct_only,ENSG00000173068,BNC2,basonuclin zinc finger protein 2,0.1985166302842316,,0.3256328866376556,,,,0.0182379239283486,-0.8329840044125758,,0.0,0.0,,0.0,0.0,0.0,,-0.5854224539335747,0.8544150000000001,0.0,0.0,0.5,0.0,,,,,,,,1488
1489,MONDO_0005148,direct_only,ENSG00000185294,SPPL2C,signal peptide peptidase like 2C,0.1981696171556058,,0.3259739725872668,,,,,0.2692774407060121,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,1489
1490,MONDO_0005148,direct_only,ENSG00000171017,LRRC8E,leucine rich repeat containing 8 VRAC subunit E,0.1978822399600072,,0.3255012589219489,,,,,0.9364589078874792,,0.0,0.0,,0.0,1.0,0.0,,-0.6047342930611849,0.51633,-0.0420849999999999,0.0,-1.0,0.0,,,,,,,,1490
1491,MONDO_0005148,direct_only,ENSG00000197756,RPL37A,ribosomal protein L37a,0.1973939867486032,,0.3246981194637701,,,,,-0.1744070601213458,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,,-1.0,-1.0,-1.0,,,,,,,,1491
1492,MONDO_0005148,direct_only,ENSG00000156110,ADK,adenosine kinase,0.1972354222365671,,0.3209923516953001,,,,0.068898823729317,-0.1320463320463321,0.0,1.0,1.0,255.0,1.0,1.0,0.0,,-0.8957138867675859,0.5718249999999998,0.0,-1.0,0.5,0.0,,,,,,,,1492
1493,MONDO_0005148,direct_only,ENSG00000181751,MACIR,macrophage immunometabolism regulator,0.1968366307532977,,0.3237813111732621,,,,,-0.5558742415885274,,0.0,0.0,,0.0,0.0,0.0,,-0.170737797500802,0.7330100000000002,,-1.0,0.5,0.0,,,,,,,,1493
1494,MONDO_0005148,direct_only,ENSG00000091656,ZFHX4,zinc finger homeobox 4,0.1968055347278273,,0.3237301605725811,,,,,-0.9279646993932708,,0.0,0.0,,0.0,0.0,0.0,,-0.6616253136897438,0.5920900000000003,0.0,0.0,-1.0,0.0,,,,,,,,1494
1495,MONDO_0005148,direct_only,ENSG00000127415,IDUA,alpha-L-iduronidase,0.196703612367313,,0.3220426790347869,,,,0.030396539880581,0.5548814120242691,,0.0,0.0,,0.0,0.0,0.0,,-0.9831317243525596,0.0,,0.0,-1.0,0.0,,,,,,,,1495
1496,MONDO_0005148,direct_only,ENSG00000115310,RTN4,reticulon 4,0.1965897021567687,,0.290779065101753,,,,0.651921345605462,-0.6350799779371208,,0.0,0.0,,0.0,0.0,0.0,0.2,-0.1684060127463099,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,1496
1497,MONDO_0005148,direct_only,ENSG00000165119,HNRNPK,heterogeneous nuclear ribonucleoprotein K,0.196581660505392,,0.3200393937975255,,,,0.0664502135722702,-0.9291781577495865,,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,-1.0,-1.0,-1.0,,,,,,,,1497
1498,MONDO_0005148,direct_only,ENSG00000170006,TMEM154,transmembrane protein 154,0.1963902161233796,,0.3087373152469129,,,,0.2861935551556308,0.6868174296745726,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.5,0.0,,,,,,,,1498
1499,MONDO_0005148,direct_only,ENSG00000176887,SOX11,SRY-box transcription factor 11,0.1963819969531124,,0.3213616634002799,,,,0.0334361938686391,0.3140650854936568,,0.0,0.0,,0.0,1.0,0.0,,-0.930722300731332,0.0,0.0,1.0,0.5,0.0,,,,,,,,1499
1500,MONDO_0005148,direct_only,ENSG00000133065,SLC41A1,solute carrier family 41 member 1,0.196003939034504,,0.3212801697624899,,,,0.0226285352444325,-0.5842250413678984,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.8927900000000001,-0.01072,-1.0,0.5,0.0,,,,,,,,1500
1501,MONDO_0005148,direct_only,ENSG00000213186,TRIM59,tripartite motif containing 59,0.1959660186808005,,0.3223492204222794,,,,,-0.4722559293987866,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1315150000000002,0.0,0.0,0.5,0.0,,,,,,,,1501
1502,MONDO_0005148,direct_only,ENSG00000106771,TMEM245,transmembrane protein 245,0.1956097543673921,,0.3217631926789769,,,,,-0.0945394373965802,,0.0,0.0,,0.0,1.0,0.0,,,0.5733800000000002,,-1.0,-1.0,0.0,,,,,,,,1502
1503,MONDO_0005148,direct_only,ENSG00000148702,HABP2,hyaluronan binding protein 2,0.1955651911581469,,0.318802218294936,,,,0.057753425773104,0.616657473800331,,0.0,0.0,,0.0,0.0,1.0,,-0.6734283121407603,0.0,0.0,0.5,1.0,0.0,,,,,,,,1503
1504,MONDO_0005148,direct_only,ENSG00000137818,RPLP1,ribosomal protein lateral stalk subunit P1,0.1955001335423854,,0.3206709785492728,,,,0.0182379239283486,0.0602316602316601,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.6438134729151446,0.8684199999999997,0.0,-1.0,-1.0,-1.0,,,,,,,,1504
1505,MONDO_0005148,direct_only,ENSG00000172733,PURG,purine rich element binding protein G,0.1953287822411029,,0.3213010148663162,,,,,-0.8667402095973524,,0.0,0.0,,0.0,1.0,0.0,,,0.8559100000000001,0.0,0.5,0.5,0.0,,,,,,,,1505
1506,MONDO_0005148,direct_only,ENSG00000172530,BANP,BTG3 associated nuclear protein,0.1952227985063643,,0.3074482367240834,,,,0.2735688589252295,-0.8839492553778268,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5566049999999997,,-1.0,-1.0,-1.0,,,,,,,,1506
1507,MONDO_0005148,direct_only,ENSG00000168288,MMADHC,metabolism of cobalamin associated D,0.1951896872892039,,0.3210722142323535,,,,,0.0300055157198013,,0.0,0.0,,0.0,0.0,0.0,,,0.6790550000000003,,-1.0,-1.0,0.0,,,,,,,,1507
1508,MONDO_0005148,direct_only,ENSG00000079102,RUNX1T1,RUNX1 partner transcriptional co-repressor 1,0.1948933654510047,,0.3186554513750651,,,,0.0385867186817376,-0.9644787644787643,,0.0,1.0,,0.0,0.0,0.0,,-0.814194381975033,0.9503300000000005,-0.2798024999999999,0.0,0.5,0.0,,,,,255.0,,,1508
1509,MONDO_0005148,direct_only,ENSG00000027697,IFNGR1,interferon gamma receptor 1,0.1947615372604609,,0.318696130252399,,,,0.0334361938686391,-0.1524544953116381,,0.0,0.0,,0.0,1.0,0.0,1.0,-0.9489446562837344,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,1509
1510,MONDO_0005148,direct_only,ENSG00000189292,ALKAL2,ALK and LTK ligand 2,0.1947256453648808,,0.3203089005029846,,,,,0.5075565361279648,,0.0,0.0,,0.0,1.0,1.0,,-0.3204618155229949,0.0,,0.0,0.5,0.0,,,,,,,,1510
1511,MONDO_0005148,direct_only,ENSG00000103494,RPGRIP1L,RPGRIP1 like,0.1945752291042429,,0.319301563678794,,,,0.0151982699402905,-0.1054605626034197,,0.0,0.0,,0.0,1.0,0.0,,-0.9886553046093466,0.0988599999999998,0.0,0.0,0.5,0.0,,,,,,,,1511
1512,MONDO_0005148,direct_only,ENSG00000164743,C8orf48,chromosome 8 open reading frame 48,0.1944652963091121,,0.3198806460753565,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.5,0.0,,,,,,,,1512
1513,MONDO_0005148,direct_only,ENSG00000162753,SLC9C2,solute carrier family 9 member C2 (putative),0.1944546132824212,,0.3183432463136162,,,,0.030396539880581,-0.4280198565912851,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,1513
1514,MONDO_0005148,direct_only,ENSG00000138653,NDST4,N-deacetylase and N-sulfotransferase 4,0.1939962664988803,,0.3185011968548019,,,,0.0121586159522324,-0.3298400441257584,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7935800000000001,-0.5412849999999999,,,0.0,,,,,,,,1514
1515,MONDO_0005148,direct_only,ENSG00000058063,ATP11B,ATPase phospholipid transporting 11B (putative),0.1938538022932878,,0.3188747848519628,,,,,-0.6640926640926641,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.6686500000000002,0.0,-1.0,-1.0,0.0,,,,,,,,1515
1516,MONDO_0005148,direct_only,ENSG00000186073,CDIN1,CDAN1 interacting nuclease 1,0.1936266866441956,,0.3185011968548019,,,,,-0.0653061224489796,,0.0,0.0,,0.0,0.0,0.0,,-0.6007094151533143,0.7508899999999997,,0.0,0.75,0.0,,,,,,,,1516
1517,MONDO_0005148,direct_only,ENSG00000105778,AVL9,AVL9 cell migration associated,0.1936244397192482,,0.3184975008338794,,,,,-0.2690568119139548,,0.0,0.0,,0.0,0.0,0.0,,-0.0220234253186279,0.5756149999999998,,-1.0,-1.0,0.0,,,,,,,,1517
1518,MONDO_0005148,direct_only,ENSG00000080618,CPB2,carboxypeptidase B2,0.1933821394394764,,0.3147553158854027,,,,0.0668723877372783,0.5826806398234969,,1.0,0.0,,1.0,0.0,1.0,,-0.7736438770726106,0.1843949999999999,0.0,0.5,1.0,0.0,,,,,,,,1518
1519,MONDO_0005148,direct_only,ENSG00000110696,C11orf58,chromosome 11 open reading frame 58,0.1932407412455707,,0.3154346227896487,,,,0.0486344638089296,-0.7459459459459459,,0.0,0.0,,0.0,0.0,0.0,,,0.7540999999999997,,-1.0,-1.0,0.0,,,,,,,,1519
1520,MONDO_0005148,direct_only,ENSG00000157426,AASDH,aminoadipate-semialdehyde dehydrogenase,0.1930972714749782,,0.3176303491015751,,,,,-0.0392719249862106,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,1520
1521,MONDO_0005148,direct_only,ENSG00000182141,ZNF708,zinc finger protein 708,0.1929802003825712,,0.3174377760441367,,,,,0.5160507446221732,,0.0,0.0,,0.0,0.0,0.0,,0.0,,-0.4182950000000002,-1.0,-1.0,0.0,,,,,,,,1521
1522,MONDO_0005148,direct_only,ENSG00000133835,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4,0.192958050242945,,0.3174013407463805,,,,,-0.197904026475455,,0.0,1.0,,0.0,0.0,0.0,,-0.8904939179188706,0.3138599999999997,0.0,-1.0,0.5,0.0,,,,,,,,1522
1523,MONDO_0005148,direct_only,ENSG00000107643,MAPK8,mitogen-activated protein kinase 8,0.1928148305497479,,0.288740875139125,,,,0.5684976017412342,-0.6520683949255378,1.0,1.0,1.0,,1.0,0.0,0.0,0.2,-0.8840506881201778,0.859485,-0.7716625,-1.0,-1.0,0.0,,,,,,,,1523
1524,MONDO_0005148,direct_only,ENSG00000180815,MAP3K15,mitogen-activated protein kinase kinase kinase 15,0.1922262160859696,,0.3025860430049024,,,,0.2722297224738239,,,1.0,0.0,,1.0,0.0,0.0,,-0.6734283121407603,0.337395,0.0,0.5,0.75,,,,,,,,,1524
1525,MONDO_0005148,direct_only,ENSG00000105953,OGDH,oxoglutarate dehydrogenase,0.1922259448205338,,0.3142972991750134,,,,0.0379956748507263,-0.7771649200220629,,0.0,0.0,,0.0,0.0,0.0,,-0.4988680149555133,0.6969700000000003,-0.3988275000000001,-1.0,0.5,-1.0,,,,,,,,1525
1526,MONDO_0005148,direct_only,ENSG00000203896,LIME1,Lck interacting transmembrane adaptor 1,0.1916491552703346,,0.3152483079048915,,,,,0.9887479316050743,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,1526
1527,MONDO_0005148,direct_only,ENSG00000259330,INAFM2,InaF motif containing 2,0.1913272730470152,,0.3067355226287442,,,,0.1596662692060521,0.8234969663541092,,0.0,0.0,,0.0,0.0,0.0,,,0.5751649999999998,,-1.0,-1.0,,,,,,,,,1527
1528,MONDO_0005148,direct_only,ENSG00000113282,CLINT1,clathrin interactor 1,0.1911483063985689,,0.3144244495418454,,,,,-0.7730832873690017,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7200000000000003,0.0,-1.0,-1.0,0.0,,,,,,,,1528
1529,MONDO_0005148,direct_only,ENSG00000178662,CSRNP3,cysteine and serine rich nuclear protein 3,0.1909475811032704,,0.3140942716727736,,,,,-0.8089354660783232,,0.0,0.0,255.0,0.0,0.0,0.0,,,0.6923099999999998,0.0,0.0,0.5,0.0,,,,,,,,1529
1530,MONDO_0005148,direct_only,ENSG00000147256,ARHGAP36,Rho GTPase activating protein 36,0.1909466558988803,,0.3140927497818055,,,,,,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.5,0.75,0.0,,,,,255.0,,,1530
1531,MONDO_0005148,direct_only,ENSG00000165895,ARHGAP42,Rho GTPase activating protein 42,0.1907786669783445,,0.3107767667753857,,,,0.0607930797611621,-0.4838389409817981,,0.0,0.0,,0.0,0.0,0.0,,-0.7671246436679215,0.6224249999999998,0.0,-1.0,0.5,,,,,,,,,1531
1532,MONDO_0005148,direct_only,ENSG00000184349,EFNA5,ephrin A5,0.1891001374832185,,0.3047607503996422,,,,0.1258923360054065,-0.7131825703254275,,0.0,0.0,,0.0,0.0,0.0,,-0.8158990459501605,0.95614,0.0,0.0,-1.0,0.0,,,,,,,,1532
1533,MONDO_0005148,direct_only,ENSG00000166342,NETO1,neuropilin and tolloid like 1,0.1888808507252078,,0.3106946571341086,,,,,-0.5890788747931606,,0.0,0.0,,0.0,0.0,1.0,,-0.0537322466794323,0.7842399999999998,0.0,0.5,0.75,0.0,,,,,,,,1533
1534,MONDO_0005148,direct_only,ENSG00000170571,EMB,embigin,0.1887314472253284,,0.3104488997214783,,,,,-0.1391064533921676,,0.0,0.0,,0.0,1.0,0.0,,-0.7505064916695131,0.0,0.0,-1.0,0.5,0.0,,,,,,,,1534
1535,MONDO_0005148,direct_only,ENSG00000204217,BMPR2,bone morphogenetic protein receptor type 2,0.1883194411070339,,0.3059716134567136,,,,0.0759913497014526,-0.8189740761169333,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.9580568006923712,0.8314050000000002,0.0,-1.0,-1.0,0.0,,,,,,,,1535
1536,MONDO_0005148,direct_only,ENSG00000100906,NFKBIA,NFKB inhibitor alpha,0.1883007663403255,,0.2977088280356564,,,,0.2406326866585494,-0.6886927744070601,,1.0,0.0,255.0,1.0,0.0,0.0,,-0.845707741002219,0.5583599999999997,0.0,-1.0,0.5,0.0,,,,,,,,1536
1537,MONDO_0005148,direct_only,ENSG00000130413,STK33,serine/threonine kinase 33,0.187995999134656,,0.3092391434571768,,,,,0.0751241036955323,0.0,1.0,0.0,,1.0,0.0,0.0,,-0.0310011201828228,0.0,0.0,0.0,0.5,0.0,,,,,,,,1537
1538,MONDO_0005148,direct_only,ENSG00000116497,S100PBP,S100P binding protein,0.187980213815972,,0.3092131778065699,,,,,-0.6589078874793161,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,0.0,,,,,,,,1538
1539,MONDO_0005148,direct_only,ENSG00000175548,ALG10B,"ALG10 alpha-1,2-glucosyltransferase B",0.1879071391906616,,0.3090929755967171,,,,,0.0885824600110314,,0.0,0.0,,0.0,0.0,0.0,,-0.8927444455487865,0.26004,-0.8995774999999998,0.0,-1.0,0.0,,,,,,,,1539
1540,MONDO_0005148,direct_only,ENSG00000165140,FBP1,fructose-bisphosphatase 1,0.1877859485282021,,0.2943370468898449,,,,0.2911315853901865,0.3264202978488693,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,0.2455599999999997,-0.41568,0.0,0.5,0.0,,,,,,,,1540
1541,MONDO_0005148,direct_only,ENSG00000109610,SOD3,superoxide dismutase 3,0.18766061723066,,0.2839566634226593,,,,0.4946160453806478,0.9769442912300056,,0.0,1.0,,0.0,0.0,1.0,,-0.7891796281199006,0.0,0.0,0.0,0.75,0.0,,,,,,,,1541
1542,MONDO_0005148,direct_only,ENSG00000254656,RTL1,retrotransposon Gag like 1,0.1875432590070797,,0.2739901825877106,,,,0.6900847547513079,0.9000551571980144,,0.0,0.0,,0.0,0.0,0.0,,-0.7807946659994055,0.0,0.0,0.5,0.5,0.0,,,,,,,,1542
1543,MONDO_0005148,direct_only,ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic",0.1874888701465467,,0.3076450412825995,,,,0.0151982699402905,0.3716492002206288,,0.0,0.0,,0.0,0.0,0.0,,,0.1542299999999997,0.0,-1.0,-1.0,0.0,,,,,,,,1543
1544,MONDO_0005148,direct_only,ENSG00000162419,GMEB1,glucocorticoid modulatory element binding protein 1,0.1873963382526258,,0.3082527468403479,,,,,-0.9801434087148372,,0.0,0.0,,0.0,0.0,0.0,,,0.75133,0.0,-1.0,-1.0,0.0,,,,,,,,1544
1545,MONDO_0005148,direct_only,ENSG00000129911,KLF16,KLF transcription factor 16,0.1870466598087161,,0.3070696215546737,,,,0.0121586159522324,0.9549917264202978,,0.0,0.0,,0.0,0.0,0.0,,-0.5595548762456815,0.3849200000000003,0.0,0.0,0.5,0.0,,,,,,,,1545
1546,MONDO_0005148,direct_only,ENSG00000160293,VAV2,vav guanine nucleotide exchange factor 2,0.1868952264074219,,0.3040088451693989,,,,0.0683922147313073,-0.5402095973524546,,0.0,0.0,,0.0,0.0,0.0,,-0.94295382097337,0.7380400000000001,0.0,-1.0,-1.0,0.0,,,,,,,,1546
1547,MONDO_0005148,direct_only,ENSG00000050344,NFE2L3,NFE2 like bZIP transcription factor 3,0.1868947232724631,,0.3074276282871616,,,,,0.8495311638168781,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.5,0.0,,,,,,,,1547
1548,MONDO_0005148,direct_only,ENSG00000175866,BAIAP2,BAR/IMD domain containing adaptor protein 2,0.1866675277914493,,0.3003666701988236,,,,0.1337447754745566,-0.7440706012134584,,0.0,0.0,,0.0,1.0,0.0,,-0.9536922022690127,0.794005,0.0,-1.0,-1.0,0.0,,,,,,,,1548
1549,MONDO_0005148,direct_only,ENSG00000174460,ZCCHC12,zinc finger CCHC-type containing 12,0.1865871762708433,,0.3069217368224948,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,-0.60821,0.0,0.75,0.0,,,,,,,,1549
1550,MONDO_0005148,direct_only,ENSG00000141448,GATA6,GATA binding protein 6,0.186569097432438,,0.3001053035428079,,,,0.1357338992658494,-0.6576944291230006,,0.0,0.0,,0.0,0.0,0.0,,-0.8284356826981822,0.4621850000000002,0.0,0.0,0.5,0.0,,,,,,,,1550
1551,MONDO_0005148,direct_only,ENSG00000019505,SYT13,synaptotagmin 13,0.1862233762910014,,0.3026176375293409,,,,0.0741135190154967,-0.3215664644236072,,0.0,1.0,,0.0,0.0,0.0,,-0.2122763534834562,0.4953049999999998,0.0,0.0,0.5,0.0,,,,,,,,1551
1552,MONDO_0005148,direct_only,ENSG00000111642,CHD4,chromodomain helicase DNA binding protein 4,0.1861811972566505,,0.3027646626976019,,,,0.069785389475834,-0.9610590182018752,,0.0,0.0,,1.0,0.0,0.0,,-0.9455517850703156,0.9293950000000002,-0.2860875,-1.0,-1.0,-1.0,,,,,255.0,,,1552
1553,MONDO_0005148,direct_only,ENSG00000109576,AADAT,aminoadipate aminotransferase,0.1857703317173403,,0.3046661933611055,,,,0.0182379239283486,-0.5387755102040817,,1.0,1.0,,1.0,1.0,0.0,,-0.1555175632476158,0.0,0.0,0.0,0.5,0.0,,,,,,,,1553
