rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP
1152,MONDO_0005148,direct_only,ENSG00000147099,HDAC8,histone deacetylase 8,0.2599994277706877,0.42555155832813474,,,,,0.04255515583281348,,1,1,1,,1,0,0,1,-0.8574684206210667,0.8143250000000002,0,-1,-1,0,,,,,,,
1153,MONDO_0005148,direct_only,ENSG00000117114,ADGRL2,adhesion G protein-coupled receptor L2,0.25990113053169595,,0.4269096938280366,,,,0.012158615952232422,-0.885273028130171,,0,0,,0,1,0,,-0.8188267397217849,0.7753549999999997,-0.11504499999999993,0,-1,0,,,,,,,
1154,MONDO_0005148,direct_only,ENSG00000066468,FGFR2,fibroblast growth factor receptor 2,0.2593061485979212,,0.4246391407808762,,,,0.037995674850726316,-0.9032542746828461,1,1,1,,1,0,1,1,-0.9837676382762558,0.8781950000000002,-0.2813649999999999,0,1,0,,,,,255,,
1155,MONDO_0005148,direct_only,ENSG00000153885,KCTD15,potassium channel tetramerization domain containing 15,0.25924178435738454,,0.42170892132866583,,,,0.09448257812880612,-0.4635410921125207,,0,0,,0,0,0,,-0.7852714727089496,0.8763249999999999,-0.39045999999999986,-1,0.5,0,,,,,,,
1156,MONDO_0005148,direct_only,ENSG00000134986,NREP,neuronal regeneration related protein,0.2591806228547161,,0.4263324442073992,,,,,0.865526751241037,,0,0,,0,0,0,,-0.2435791077952018,0,,-1,0.5,0,,,,,,,
1157,MONDO_0005148,direct_only,ENSG00000100429,HDAC10,histone deacetylase 10,0.25870589827929125,0.42555155832813474,,,,,,0.5142857142857142,1,1,0,,1,0,0,1,0,0,0,0,-1,0,,,,,,,
1158,MONDO_0005148,direct_only,ENSG00000156931,VPS8,VPS8 subunit of CORVET complex,0.25856753175988506,,0.4253239559103106,,,,,-0.4514065085493657,,0,0,,0,0,0,,,0.6708700000000001,0,-1,-1,0,,,,,,,
1159,MONDO_0005148,direct_only,ENSG00000147677,EIF3H,eukaryotic translation initiation factor 3 subunit H,0.25841624145228054,,0.42507509484224343,,,,,-0.28792057363485934,,0,0,,0,0,0,,,0.8579549999999998,0,-1,-1,-1,,,,,,,
1160,MONDO_0005148,direct_only,ENSG00000198756,COLGALT2,collagen beta(1-O)galactosyltransferase 2,0.2583990946904132,,0.42504688972097854,,,,,-0.2858246001103144,,0,0,,0,0,0,,-0.2758217336713309,0.6166150000000001,-0.09744499999999992,0,0.5,0,,,,,,,
1161,MONDO_0005148,direct_only,ENSG00000152377,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",0.2582049885692179,,0.42411966909308046,,,,0.012158615952232422,-0.585438499724214,,0,0,,0,0,1,,-0.6463701179128734,0.7608199999999996,0,0,0.5,0,,,,,,,
1162,MONDO_0005148,direct_only,ENSG00000155511,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,0.2579534113776177,,0.4189268321680432,,,,0.1077388469100595,-0.7425261996690569,,1,0,,1,1,0,1,-0.3529778433978703,0.8951450000000001,-0.19149999999999992,0.5,0.5,0,,,,,,,
1163,MONDO_0005148,direct_only,ENSG00000061987,MON2,MON2 regulator of endosome-to-Golgi trafficking,0.2579299998490823,,0.42427526432681556,,,,,-0.765361279646994,,0,0,,0,0,0,,-0.3886830963207333,0.7408250000000003,0,-1,-1,0,,,,,,,
1164,MONDO_0005148,direct_only,ENSG00000155363,MOV10,Mov10 RNA helicase,0.2576938524428488,,0.4238868197749664,,,,,-0.7573083287369001,,0,0,,0,0,0,,-0.7334160241564344,0.5662999999999997,0,-1,-1,0,,,,,,,
1165,MONDO_0005148,direct_only,ENSG00000164989,CCDC171,coiled-coil domain containing 171,0.2574755042067866,,0.4235276535065029,,,,,0.45361279646993924,,0,0,,0,0,0,,0,0.3552050000000001,,0,0.5,0,,,,,,,
1166,MONDO_0005148,direct_only,ENSG00000171703,TCEA2,transcription elongation factor A2,0.25721740472931903,,0.4215832724703336,,,,0.030396539880581056,-0.4043022614451186,,0,0,,0,0,0,,-0.5305768363163179,0.44816,-0.14715750000000014,-1,-1,0,,,,,,,
1167,MONDO_0005148,direct_only,ENSG00000186577,SMIM29,small integral membrane protein 29,0.25692091573435544,,0.42139953598575336,,,,0.024317231904464845,-0.27269718698290124,,0,0,,0,0,0,,,0.8039200000000001,0,-1,0.5,0,,,,,,,
1168,MONDO_0005148,direct_only,ENSG00000179088,C12orf42,chromosome 12 open reading frame 42,0.2565476494916167,,0.4220014029549349,,,,,0.8366243794815222,,0,0,,0,,,,,0,,0.5,1,0,,,,,,,
1169,MONDO_0005148,direct_only,ENSG00000214216,IQCJ,IQ motif containing J,0.25648879575342715,,0.42190459302456,,,,,0.5322669608383894,,0,0,,0,,,,0,0.01785500000000013,,,,0,,,,,,,
1170,MONDO_0005148,direct_only,ENSG00000158941,CCAR2,cell cycle and apoptosis regulator 2,0.25639105922638095,,0.4010718125648875,,,,0.16082809250815433,-0.8963044677330392,,0,0,,1,0,0,,-0.7675737678814106,0.5720500000000002,0,-1,-1,0,0.34196107365653683,,,,,,
1171,MONDO_0005148,direct_only,ENSG00000184428,TOP1MT,DNA topoisomerase I mitochondrial,0.2558837561396575,,0.4209093488024435,,,,,0.4742415885273028,,0,0,,0,0,0,,-0.5938851849848659,0,-0.15973499999999988,-1,-1,0,,,,,,,
1172,MONDO_0005148,direct_only,ENSG00000117676,RPS6KA1,ribosomal protein S6 kinase A1,0.25567786448346363,,0.4153357130158966,,,,0.1046991929220014,-0.4435741864313293,1,1,1,,1,0,0,0.1,0,0.9251699999999999,-0.48299249999999994,-1,-1,0,,,,,,,
1173,MONDO_0005148,direct_only,ENSG00000120071,KANSL1,KAT8 regulatory NSL complex subunit 1,0.25560908797943765,,0.4204575405352872,,,,,-0.8675124103695533,,0,0,,0,0,0,,-0.8291056208431343,0.5791849999999996,0,0,-1,-1,,,,,,,
1174,MONDO_0005148,direct_only,ENSG00000143333,RGS16,regulator of G protein signaling 16,0.2555588686501809,,0.41806986261102524,,,,0.04610141881888126,0.03960286817429681,,0,0,,1,0,0,,-0.05989725164884496,0.2326749999999997,0,0,0.5,0,,,,,,,
1175,MONDO_0005148,direct_only,ENSG00000149970,CNKSR2,connector enhancer of kinase suppressor of Ras 2,0.25539239275456715,,0.42010109334471585,,,,,,,0,0,,0,1,0,,-0.011453818198359778,0.9274650000000001,0,0.5,0.75,0,,,,,,,
1176,MONDO_0005148,direct_only,ENSG00000172382,PRSS27,serine protease 27,0.25521745654035216,,0.41677368256772335,,,,0.06079307976116211,0.5537782680639824,,0,0,,0,0,1,,0,0,0,0.5,0.75,0,,,,,,,
1177,MONDO_0005148,direct_only,ENSG00000100625,SIX4,SIX homeobox 4,0.2551940685849477,,0.4197748651450612,,,,,-0.4708218422504137,,0,0,,0,0,0,,,0.50064,0,0,0.75,0,,,,,,,
1178,MONDO_0005148,direct_only,ENSG00000149305,HTR3B,5-hydroxytryptamine receptor 3B,0.2546878496335392,,0.4122549346350415,,,,0.13374477547455663,0.4046332046332046,,1,0,255,1,1,0,1,0,0,0,1,1,0,,,,,,,
1179,MONDO_0005148,direct_only,ENSG00000129933,MAU2,MAU2 sister chromatid cohesion factor,0.2544513295731942,,0.417945185071592,,,,0.012158615952232422,-0.9697738554881412,,0,0,,0,0,0,,0,0.8042400000000001,,-1,-1,0,,,,,,,
1180,MONDO_0005148,direct_only,ENSG00000117643,MAN1C1,mannosidase alpha class 1C member 1,0.25430205314876375,,0.4183075674860374,,,,,-0.15267512410369555,,0,0,,0,0,0,,,0.39682499999999976,0,-1,-1,0,,,,,,,
1181,MONDO_0005148,direct_only,ENSG00000198825,INPP5F,inositol polyphosphate-5-phosphatase F,0.2541181335823632,,0.41182018224752337,,,,0.12369703034736457,-0.2143408714837286,,0,0,,0,0,0,,-0.691763344900409,0.5273850000000003,0,-1,0.5,0,,,,,,,
1182,MONDO_0005148,direct_only,ENSG00000163376,KBTBD8,kelch repeat and BTB domain containing 8,0.2541088625417887,,0.4164699566130965,,,,0.030396539880581056,-0.4393822393822394,,0,0,,0,0,0,,-0.22306577994829851,0.86689,0,0,0.5,0,,,,,,,
1183,MONDO_0005148,direct_only,ENSG00000099889,ARVCF,ARVCF delta catenin family member,0.2540199665689488,,0.4169316602855334,,,,0.01823792392834863,0.1185879757308328,,0,0,,0,1,0,,-0.30231521317247795,0.5893949999999997,0,0,0.5,0,,,,,,,
1184,MONDO_0005148,direct_only,ENSG00000151461,UPF2,UPF2 regulator of nonsense mediated mRNA decay,0.25391146208962373,,0.41158576687642656,,,,0.12158615952232422,-0.9771649200220629,,0,0,,0,0,0,,,0.842765,,-1,-1,-1,,,,,,,
1185,MONDO_0005148,direct_only,ENSG00000198624,CCDC69,coiled-coil domain containing 69,0.25373684226226706,,0.41585801150193713,,,,0.030396539880581056,0.3642581356867072,,0,0,,0,1,0,,,0,0,-1,0.5,0,,,,,,,
1186,MONDO_0005148,direct_only,ENSG00000129084,PSMA1,proteasome 20S subunit alpha 1,0.2536722788121219,,0.4172716365229804,,,,,-0.8515168229453944,,1,0,,1,0,0,1,,0.904945,0,-1,-1,-1,,,,,,,
1187,MONDO_0005148,direct_only,ENSG00000108443,RPS6KB1,ribosomal protein S6 kinase B1,0.25333594671447757,,0.39981890223711514,,,,0.33798987047959517,-0.8083838940981798,,1,0,,1,0,0,0.1,-0.25260610775652836,0.9714300000000001,-0.10952500000000001,-1,-1,0,,,,,,,
1188,MONDO_0005148,direct_only,ENSG00000139531,SUOX,sulfite oxidase,0.25305373213976723,,0.41625417421512434,,,,,0.2807501378929951,,0,0,,0,0,0,,0,0.2844050000000003,,-1,-1,0,,,,,,,
1189,MONDO_0005148,direct_only,ENSG00000183117,CSMD1,CUB and Sushi multiple domains 1,0.25301157980817346,,0.4144454792705767,,,,0.034787151196664985,-0.5865416436845008,,0,0,,0,0,0,,-0.2684267109140778,0.6745249999999998,-0.13440000000000013,0.5,0.75,0,,,,,,,
1190,MONDO_0005148,direct_only,ENSG00000136235,GPNMB,glycoprotein nmb,0.2528463101523711,,0.4010499761471582,,,,0.29726009297788836,0.6820739106453393,,0,0,,0,1,0,1,-0.036946524187973784,0,0,-1,0.5,0,,,,,,,
1191,MONDO_0005148,direct_only,ENSG00000095917,TPSD1,tryptase delta 1,0.2525568533249347,,0.4154368462942745,,,,,0.8183121897407613,,1,0,,1,0,1,,0,,-0.5661149999999999,0,0.5,0,,,,,,,
1192,MONDO_0005148,direct_only,ENSG00000165868,HSPA12A,heat shock protein family A (Hsp70) member 12A,0.2524881899419842,,0.41532390024314453,,,,,-0.5734142305570877,,0,0,,0,0,0,,-0.7474000203830241,0.7851849999999999,-0.07036999999999996,0,0.5,0,,,,,,,
1193,MONDO_0005148,direct_only,ENSG00000197548,ATG7,autophagy related 7,0.2523310327366087,,0.40356914052529785,,,,0.22992496096875986,0.02912300055157191,,1,0,,1,1,0,,-0.8225379404757999,0.6301549999999999,0,-1,-1,0,,,,,,,
1194,MONDO_0005148,direct_only,ENSG00000170549,IRX1,iroquois homeobox 1,0.2520770158938208,,0.41084798267056394,,,,0.07599134970145263,0.2747931605074463,,0,0,,0,0,0,,-0.7099498211109131,0.5729149999999997,0,0.5,0.5,0,,,,,,,
1195,MONDO_0005148,direct_only,ENSG00000160801,PTH1R,parathyroid hormone 1 receptor,0.25206345724071116,,0.40331097957860557,,,,0.22628535244432563,-0.48284611141753997,,0,0,,1,1,0,1,-0.9565930884327245,0.5109600000000001,0,0,1,0,,,,,,,
1196,MONDO_0005148,direct_only,ENSG00000167703,SLC43A2,solute carrier family 43 member 2,0.25183229294677245,,0.41227766788137693,,,,0.039346632178752144,-0.20033094318808609,,0,0,,0,1,0,,-0.8291056208431343,0.5694200000000003,0,-1,0.5,0,,,,,,,
1197,MONDO_0005148,direct_only,ENSG00000152219,ARL14EP,ARF like GTPase 14 effector protein,0.25173186179896667,,0.4125599708841935,,,,0.030396539880581056,-0.24964147821290683,,0,0,,0,1,0,,,0.6346150000000002,0,-1,-1,0,,,,,,,
1198,MONDO_0005148,direct_only,ENSG00000095383,TBC1D2,TBC1 domain family member 2,0.2514374991993146,,0.41359559375366006,,,,,-0.2928847214561501,,0,0,,0,1,0,,,0.10021500000000003,0,-1,-1,0,,,,,,,
1199,MONDO_0005148,direct_only,ENSG00000041988,THAP3,THAP domain containing 3,0.25141875577912703,,0.4135647622506976,,,,,0.4434638720353006,,0,0,,0,0,0,,,0,0,-1,-1,0,,,,,,,
1200,MONDO_0005148,direct_only,ENSG00000164941,INTS8,integrator complex subunit 8,0.25141456375896654,,0.4129499358982351,,,,0.012158615952232422,-0.7370104798676227,,0,0,,0,0,0,,-0.5346493706516381,0.7889449999999997,,-1,-1,-1,,,,,,,
1201,MONDO_0005148,direct_only,ENSG00000173273,TNKS,tankyrase,0.25122226644144996,,0.40278159622835774,,,,0.209199119638119,-0.5186982901268615,1,1,0,,1,0,0,0.2,-0.7184948047334369,0.8605899999999999,-0.28221500000000005,-1,-1,0,,,,,,,
1202,MONDO_0005148,direct_only,ENSG00000060718,COL11A1,collagen type XI alpha 1 chain,0.25088276206708726,,0.4126830932940573,,,,,-0.8466629895201324,,0,0,,0,0,1,1,-0.8292440333557916,0.6926900000000004,-0.3839974999999999,0.5,0.5,0,,,,,,,
1203,MONDO_0005148,direct_only,ENSG00000175471,MCTP1,multiple C2 and transmembrane domain containing 1,0.2508406212099861,,0.41261377478401184,,,,,-0.1595146166574738,,0,0,,0,0,0,,-0.24442593177398858,0.37437499999999985,0,-1,0.5,0,,,,,,,
1204,MONDO_0005148,direct_only,ENSG00000132294,EFR3A,EFR3 homolog A,0.25082238146629565,,0.4125837717906414,,,,,-0.0012134583563154777,,0,0,,0,1,0,,,0.8538350000000001,-0.06821000000000002,-1,0.5,0,,,,,,,
1205,MONDO_0005148,direct_only,ENSG00000139083,ETV6,ETS variant transcription factor 6,0.25072446576397145,,0.4093830539073029,,,,0.06079307976116211,-0.7506894649751793,,1,0,,1,0,0,,-0.9435251741011771,0.4690249999999999,0,-1,-1,0,,,,,255,,
1206,MONDO_0005148,direct_only,ENSG00000181856,SLC2A4,solute carrier family 2 member 4,0.25071519749118926,,,0.18237923928348632,,,0.7116985908862771,-0.33061224489795915,,0,0,,1,1,0,,-0.9353334773996108,0.7642449999999996,-0.07661999999999995,0,0.5,0,0.4112651845842617,,0.3039653988058105,0.3039653988058105,,,
1207,MONDO_0005148,direct_only,ENSG00000198873,GRK5,G protein-coupled receptor kinase 5,0.2504679633781744,,0.38632912340354986,,,,0.5134331508839362,-0.5629343629343629,,1,0,255,1,1,0,,-0.7675737678814106,0.7627099999999999,-0.21610249999999986,0,-1,0,,,,,,,
1208,MONDO_0005148,direct_only,ENSG00000254093,PINX1,PIN2 (TERF1) interacting telomerase inhibitor 1,0.25045739719849797,,0.41137546958689014,,,,0.012158615952232422,0.948372862658577,,0,0,,0,0,0,,-0.8215406456298141,0,0,-1,-1,0,,,,,,,
1209,MONDO_0005148,direct_only,ENSG00000266028,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,0.250361925703212,,0.40817877223853327,,,,0.07295169571339452,-0.6243794815223387,,0,0,,0,0,0,,,0.9113,-0.1993475,-1,0.5,,,,,,,,
1210,MONDO_0005148,direct_only,ENSG00000116127,ALMS1,ALMS1 centrosome and basal body associated protein,0.2501720559513407,,0.3814276198923995,,,,0.19556396653506197,-0.24578047435190298,,0,0,,0,0,0,,-0.9307805832106544,0,0,-1,0.5,0,0.5148109976874611,,,,,,
1211,MONDO_0005148,direct_only,ENSG00000140832,MARVELD3,MARVEL domain containing 3,0.24999068880562889,,0.41121570051684797,,,,,0.5041367898510756,,0,0,,0,0,0,,-0.7719851645370468,0,0,0,0.5,0,,,,,,,
1212,MONDO_0005148,direct_only,ENSG00000197653,DNAH10,dynein axonemal heavy chain 10,0.24966978503174914,,0.4106878381760347,,,,,-0.34550468836183124,,0,0,,0,0,0,,0,0.3985599999999998,0,0.5,0.5,0,,,,,,,
1213,MONDO_0005148,direct_only,ENSG00000178425,NT5DC1,5'-nucleotidase domain containing 1,0.24953354972221858,,0.41046374143662656,,,,,0.6103695532266962,,0,0,,0,0,0,,-0.1500709799866612,0,0,-1,0.5,0,,,,,,,
1214,MONDO_0005148,direct_only,ENSG00000088808,PPP1R13B,protein phosphatase 1 regulatory subunit 13B,0.2491002100645722,,0.406521101706356,,,,0.06459657796533116,-0.7239933811362382,,0,0,,0,0,0,,,0.5871549999999999,0,0,-1,0,,,,,,,
1215,MONDO_0005148,direct_only,ENSG00000158517,NCF1,neutrophil cytosolic factor 1,0.24886859490449265,,0.3857861791732198,,,,0.47167524160658986,-0.5477109762824048,,0,0,,0,0,0,,-0.9577152693502233,0.10256499999999988,0,0,0.5,0,,,,,,,
1216,MONDO_0005148,direct_only,ENSG00000164663,USP49,ubiquitin specific peptidase 49,0.24818308650101448,,0.4076344011849954,,,,0.012158615952232422,-0.6001103143960287,,0,0,,0,0,0,,-0.5701978834153961,0.498545,-0.00799500000000002,0,0.5,0,,,,,,,
1217,MONDO_0005148,direct_only,ENSG00000198492,YTHDF2,YTH N6-methyladenosine RNA binding protein F2,0.2477296495911519,,0.39948359704490094,,,,0.16025731303706345,-0.9863210148924435,,1,0,,0,0,0,,-0.43279299085190903,0.9827300000000001,-0.20552750000000017,-1,-1,0,,,,,,,
1218,MONDO_0005148,direct_only,ENSG00000186350,RXRA,retinoid X receptor alpha,0.24746868747050388,,0.396039041428304,,,,0.2205631679129466,-0.9121897407611693,1,1,1,255,1,0,0,1,-0.9814129718269415,0.9242400000000004,-0.26948000000000005,-1,-1,0,,,,,255,,
1219,MONDO_0005148,direct_only,ENSG00000103335,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),0.2472773552255552,,0.38825340959067206,,,,0.3699812643757904,0.34749034749034746,,0,0,,0,1,0,,-0.9186291901387269,0.10947999999999994,0,0,-1,0,,,,,,,
1220,MONDO_0005148,direct_only,ENSG00000182053,TRIM49B,tripartite motif containing 49B,0.24720377285939343,,0.4066314354044628,,,,,-0.04225041367898508,,0,0,,0,,,,,,-0.8783175,,,0,,,,,,,
1221,MONDO_0005148,direct_only,ENSG00000011454,RABGAP1,RAB GTPase activating protein 1,0.24704911786979492,,0.40546514349358886,,,,0.01823792392834863,-0.9298400441257584,,0,0,,0,0,0,,-0.8009258921397272,0.8643599999999999,-0.09494749999999996,-1,-1,0,,,,,,,
1222,MONDO_0005148,direct_only,ENSG00000114770,ABCC5,ATP binding cassette subfamily C member 5,0.24688682775605106,,0.3786495206628598,,,,0.5492112822645915,-0.7357970215113072,,1,0,255,1,1,0,,-0.258447758163709,0.7494799999999998,0,-1,-1,0,,,,,,,
1223,MONDO_0005148,direct_only,ENSG00000159733,ZFYVE28,zinc finger FYVE-type containing 28,0.24680027566712098,,0.40596771316196795,,,,,-0.4685052399338113,,0,0,,0,1,0,,0,0.1600900000000003,0,-1,1,0,,,,,,,
1224,MONDO_0005148,direct_only,ENSG00000176635,HORMAD2,HORMA domain containing 2,0.24671359464182757,,0.4043053024632904,,,,0.030396539880581056,0.7001654715940431,,0,0,,0,0,0,,-0.24994607335993513,0,0,0.5,1,0,,,,,,,
1225,MONDO_0005148,direct_only,ENSG00000095485,CWF19L1,CWF19 like cell cycle control factor 1,0.24670053878027712,,0.40367589576480034,,,,0.04255515583281348,0.39448428019856596,,0,0,,0,0,0,,,0.45167500000000016,0,-1,-1,0,,,,,,,
1226,MONDO_0005148,direct_only,ENSG00000107854,TNKS2,tankyrase 2,0.2464095857028974,,0.40408386579199723,,,,0.024823840902474525,-0.41853281853281854,1,1,0,,1,0,0,0.2,0,0.8627800000000001,-0.5283024999999999,-1,-1,0,,,,,,,
1227,MONDO_0005148,direct_only,ENSG00000183638,RP1L1,RP1 like 1,0.24603550612400435,,0.40470972533486466,,,,,0.9741864313292885,,0,0,,0,0,0,,-0.23265791679025455,0,0,1,1,0,,,,,,,
1228,MONDO_0005148,direct_only,ENSG00000170340,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",0.24592032085759322,,0.3998974472111545,,,,0.09245614213676738,-0.47335907335907335,,0,0,,0,0,0,,-0.28383012441698857,0.3702750000000002,0,-1,-1,0,,,,,,,
1229,MONDO_0005148,direct_only,ENSG00000205502,C2CD4B,C2 calcium dependent domain containing 4B,0.24570332620539706,,0.39827808092747974,,,,0.1177046732945496,,,0,0,,0,0,0,,-0.1921876287669136,,-0.5260999999999999,0,0.5,0,,,,,,,
1230,MONDO_0005148,direct_only,ENSG00000129472,RAB2B,"RAB2B, member RAS oncogene family",0.24534182311819333,,0.40356866946380776,,,,,0.5117484831770547,,0,0,,0,1,0,,,0.7453699999999998,-0.5833324999999998,-1,-1,0,,,,,,,
1231,MONDO_0005148,direct_only,ENSG00000067208,EVI5,ecotropic viral integration site 5,0.2453067314373976,,0.40351094631351897,,,,,-0.37937120794263657,,0,0,,0,0,0,,0,0.2433399999999999,-0.1979424999999999,-1,-1,0,,,,,,,
1232,MONDO_0005148,direct_only,ENSG00000176165,FOXG1,forkhead box G1,0.24470186731874635,,0.3721194508869653,,,,0.607930797611621,-0.8378378378378378,,0,0,,0,0,0,,-0.8223042021377133,0.7954999999999999,0,0.5,1,0,,,,,,,
1233,MONDO_0005148,direct_only,ENSG00000165661,QSOX2,quiescin sulfhydryl oxidase 2,0.24458256726455344,,0.3986721664515524,,,,0.07295169571339452,0.038499724214009934,,0,0,,0,0,0,,-0.011453818198359778,0,0,-1,-1,0,,,,,,,
1234,MONDO_0005148,direct_only,ENSG00000111331,OAS3,2'-5'-oligoadenylate synthetase 3,0.24438086436410145,,0.39067180304542626,,,,0.22632324472958495,0.25151682294539435,,0,0,,0,1,0,,,0,0,0,0.5,0,,,,,,,
1235,MONDO_0005148,direct_only,ENSG00000069702,TGFBR3,transforming growth factor beta receptor 3,0.2440765007295538,,0.40087937941673785,,,,0.012158615952232422,-0.5239933811362383,,0,0,,0,0,1,,-0.9546238830020964,0.07167999999999992,0,-1,-1,0,,,,,,,
1236,MONDO_0005148,direct_only,ENSG00000114405,CEP15,centrosomal protein 15,0.2439006848330344,,0.4011981064148214,,,,,0.6774407060121346,,0,0,,0,1,0,,0,0,,-1,0.5,0,,,,,,,
1237,MONDO_0005148,direct_only,ENSG00000121988,ZRANB3,zinc finger RANBP2-type containing 3,0.2438724057071071,,0.38280069166508796,,,,0.36701795469809584,0.22437948152233878,,0,0,,0,0,0,,0,0,0,0.5,-1,0,,,,,,,
1238,MONDO_0005148,direct_only,ENSG00000185122,HSF1,heat shock transcription factor 1,0.24345175191992255,,0.36402616993372366,,,,0.7286695185579467,-0.14660783232211805,,1,0,255,1,0,0,,-0.6979170188074074,0.48960500000000023,0,-1,-1,0,,,,,,,
1239,MONDO_0005148,direct_only,ENSG00000110172,CHORDC1,cysteine and histidine rich domain containing 1,0.24317252722488594,,0.40000034244068294,,,,,-0.15013789299503588,,0,0,,0,0,0,,-0.7811902814602212,0.7590350000000001,0,-1,-1,-1,,,,,,,
1240,MONDO_0005148,direct_only,ENSG00000184672,RALYL,RALY RNA binding protein like,0.24309302573336572,,0.399869568523927,,,,,0.17506894649751792,,0,0,,0,0,0,,,0.7766300000000002,0,0.5,0.5,0,,,,,,,
1241,MONDO_0005148,direct_only,ENSG00000118997,DNAH7,dynein axonemal heavy chain 7,0.24300560296004947,,0.3991178339024925,,,,0.012158615952232422,-0.014230557087699935,,0,0,,0,0,0,,0,0.4433399999999999,0,0,0.5,0,,,,,,,
1242,MONDO_0005148,direct_only,ENSG00000189337,KAZN,"kazrin, periplakin interacting protein",0.24296972021970972,,0.399666740316933,,,,,-0.4548262548262548,,0,0,,0,0,0,,,0.7161299999999997,,0,0.5,0,,,,,,,
1243,MONDO_0005148,direct_only,ENSG00000204022,LIPJ,lipase family member J,0.24202194745110006,,0.3981077260798962,,,,,0.1791505791505792,,0,0,,0,1,0,,,,0,1,1,0,,,,,,,
1244,MONDO_0005148,direct_only,ENSG00000112874,NUDT12,nudix hydrolase 12,0.24191624909037812,,0.39474222361505196,,,,0.06383273374922022,0.44015444015444016,,0,0,,0,0,0,,,0.3939399999999999,0,0,-1,0,,,,,,,
1245,MONDO_0005148,direct_only,ENSG00000109332,UBE2D3,ubiquitin conjugating enzyme E2 D3,0.24149627995045073,,0.39557123326345994,,,,0.03343619386863916,-0.9442912300055157,,1,0,,1,1,0,,-0.004900661783793225,0.8979599999999998,-0.9319724999999999,-1,-1,0,,,,,,,
1246,MONDO_0005148,direct_only,ENSG00000105821,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2,0.24134666278779748,,0.3969969340852225,,,,,-0.7241036955322669,,0,0,,0,0,0,,-0.05901705023956677,0.6698850000000001,0,-1,-1,0,,,,,,,
1247,MONDO_0005148,direct_only,ENSG00000157766,ACAN,aggrecan,0.24116719834457334,,0.3950299190099787,,,,0.03343619386863916,-0.8179812465526751,,0,0,,0,0,1,,-0.9219329094291209,0,0,0.5,1,0,,,,,,,
1248,MONDO_0005148,direct_only,ENSG00000115221,ITGB6,integrin subunit beta 6,0.24098266670450938,,0.3893309926453301,,,,0.1413439104447019,0.38345284059569784,,1,0,,0,0,0,0.7,-0.332654961983444,0.5241100000000003,0,0,0.5,0,,,,,,,
