rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean,label,label_name,label_source,label_rule,label_version,disease_name,positive_tier,has_ot_gwas_credible_sets,has_ot_clinical_precedence,has_ot_europepmc,has_ot_gene_burden,has_ot_eva,n_ot_evidence_datasources_present,gwas_n_association_mentions,gwas_n_unique_snps,gwas_n_unique_studies,gwas_n_unique_pubmed_ids,gwas_n_unique_regions,gwas_max_pvalue_mlog,gwas_reported_gene_mentions,gwas_has_reported_gene_support,has_gwas_catalog_strict_t2d_mapping
223,MONDO_0005148,direct_only,ENSG00000151726,ACSL1,acyl-CoA synthetase long chain family member 1,0.4800066335212047,,0.7850109701040279,,,,0.0912698729161263,-0.6262548262548262,,1.0,0.0,,1.0,0.0,0.0,,,0.24069,-0.1654724999999999,-1.0,0.5,0.0,,,,,,,,223,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,11,9,10,8,1,32.096910013008056,3,1,1
224,MONDO_0005148,direct_only,ENSG00000178177,LCORL,ligand dependent nuclear receptor corepressor like,0.479192408299276,,0.7865633153929763,,,,0.0334361938686391,-0.8522890237175952,,0.0,0.0,,0.0,0.0,0.0,,-0.7358882190335125,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,224,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,9,7,6,4,1,15.0,1,1,1
225,MONDO_0005148,direct_only,ENSG00000196353,CPNE4,copine 4,0.478923134938698,,0.7877921908550188,,,,,-0.6444567015995588,,0.0,0.0,,0.0,0.0,0.0,,,0.97307,-0.2235199999999998,0.5,0.75,0.0,,,,,,,,225,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,3,3,2,1,13.522878745280336,0,0,1
226,MONDO_0005148,direct_only,ENSG00000137309,HMGA1,high mobility group AT-hook 1,0.4787069353926375,,0.7386913296138556,,,,0.7063140069204616,-0.7570876999448428,,0.0,0.0,,0.0,0.0,0.0,,-0.8656248185702614,0.8598149999999997,,-1.0,0.5,-1.0,0.6043288076357722,,,,,,,226,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,5,4,4,4,1,38.30102999566398,3,1,1
227,MONDO_0005148,direct_only,ENSG00000124783,SSR1,signal sequence receptor subunit 1,0.478690196465145,,0.7613259024909306,,,,0.5216624452566865,-0.4981798124655268,,0.0,0.0,,0.0,0.0,0.0,,-0.9425742398148326,0.7727249999999998,,-1.0,-1.0,0.0,,,,,,,,227,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,7,6,5,5,1,30.30102999566398,5,1,1
228,MONDO_0005148,direct_only,ENSG00000124172,ATP5F1E,ATP synthase F1 subunit epsilon,0.4783031095121404,,0.7841125988692346,,,,0.0531939447910168,0.7710976282404853,,0.0,0.0,,0.0,0.0,0.0,,-0.6192062276137841,0.5098050000000001,,-1.0,-1.0,-1.0,,,,,,,,228,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,22.69897000433602,0,0,1
229,MONDO_0005148,direct_only,ENSG00000120008,WDR11,WD repeat domain 11,0.4774797395081866,,0.7816183474882471,,,,0.0759913497014526,-0.5473800330943188,,0.0,0.0,,0.0,1.0,0.0,,-0.9546428739919954,0.7099649999999997,,-1.0,-1.0,0.0,,,,,,,,229,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,6,3,6,5,1,14.221848749616356,4,1,1
230,MONDO_0005148,direct_only,ENSG00000084734,GCKR,glucokinase regulator,0.4773546111702419,,0.7358876627682867,,,,0.7607975805899436,0.2971869829012685,,,,255.0,,0.0,0.0,,-0.6669541841444173,0.3920000000000002,,0.5,1.0,0.0,0.5078045952449871,,,,,,,230,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,28,6,26,17,1,85.39794000867204,13,1,1
231,MONDO_0005148,direct_only,ENSG00000154478,GPR26,G protein-coupled receptor 26,0.4769916097579675,,0.7698051088909321,,,,0.296197394169662,0.5108659680088252,,0.0,0.0,,0.0,1.0,0.0,,-0.315912125501494,0.7626100000000001,0.0,1.0,1.0,0.0,,,,,,,,231,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
232,MONDO_0005148,direct_only,ENSG00000215262,KCNU1,potassium calcium-activated channel subfamily U member 1,0.4766402534842139,,0.7840370242086624,,,,,0.1231108659680089,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,232,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,11,6,11,10,1,26.522878745280337,3,1,1
233,MONDO_0005148,direct_only,ENSG00000124194,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1,0.4763048034379704,,0.7815854506118178,,,,0.0379956748507263,-0.1492553778268064,,0.0,0.0,,0.0,0.0,0.0,,,0.89101,0.0,0.5,0.75,0.0,,,,,,,,233,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,1,7.522878745280337,0,0,1
234,MONDO_0005148,direct_only,ENSG00000152684,PELO,pelota mRNA surveillance and ribosome rescue factor,0.4762836255958985,,0.7813226406206045,,,,0.0425551558328134,0.0696083838940981,,0.0,0.0,,0.0,0.0,0.0,,-0.3074028175658705,0.844155,,-1.0,-1.0,-1.0,,,,,,,,234,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,4,4,4,1,19.0,0,0,1
235,MONDO_0005148,direct_only,ENSG00000135114,OASL,2'-5'-oligoadenylate synthetase like,0.4753658395858451,,0.7769252810357501,,,,0.1003085816059174,0.1481522338665195,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.5,0.0,,,,,,,,235,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,7,3,6,5,1,23.22184874961636,1,1,1
236,MONDO_0005148,direct_only,ENSG00000106328,FSCN3,fascin actin-bundling protein 3,0.4750198868597137,,0.7801557825556,,,,0.0243172319044648,0.2633204633204633,,0.0,0.0,,0.0,0.0,0.0,,,0.2269100000000001,0.0,1.0,1.0,0.0,,,,,,,,236,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,4,4,4,1,25.22184874961636,1,1,1
237,MONDO_0005148,direct_only,ENSG00000149596,JPH2,junctophilin 2,0.4746124457012332,,0.7772522714552779,,,,0.0689832585623186,0.1517926089354659,,0.0,0.0,,0.0,1.0,0.0,,-0.6819896939081773,0.3678150000000002,0.0,0.0,0.5,0.0,,,,,,,,237,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
238,MONDO_0005148,direct_only,ENSG00000106070,GRB10,growth factor receptor bound protein 10,0.4738100724992917,,0.7541349787298796,,,,0.5049322532601284,-0.8330943188086045,,0.0,1.0,,0.0,0.0,0.0,,-0.8404998246378261,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,238,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,8,6,7,5,1,11.522878745280336,0,0,1
239,MONDO_0005148,direct_only,ENSG00000115970,THADA,THADA armadillo repeat containing,0.473442511711327,,0.7437067741532282,,,,0.7014041530697334,0.3588527302813016,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,0.0,,,,,,,,239,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,26,17,20,15,1,72.04575749056067,14,1,1
240,MONDO_0005148,direct_only,ENSG00000173542,MOB1B,MOB kinase activator 1B,0.4729043663555079,,0.7778917735594384,,,,,0.443684500827358,,0.0,0.0,,0.0,0.0,0.0,,,0.9305549999999996,-0.8958324999999998,-1.0,-1.0,0.0,,,,,,,,240,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,13,9,12,9,1,30.39794000867204,2,1,1
241,MONDO_0005148,direct_only,ENSG00000182771,GRID1,glutamate ionotropic receptor delta type subunit 1,0.4728807191049632,,0.7778528756279015,,,,,-0.795146166574738,,0.0,0.0,,0.0,0.0,0.0,,-0.0688290064260968,0.9207149999999998,0.0,0.5,0.5,0.0,,,,,,,,241,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,5,5,5,4,1,19.0,0,0,1
242,MONDO_0005148,direct_only,ENSG00000104369,JPH1,junctophilin 1,0.4726521673085803,,0.7774769252774985,,,,,-0.8325427468284611,,0.0,0.0,,0.0,0.0,0.0,,-0.4415311319220746,0.6671700000000002,0.0,0.0,0.75,0.0,,,,,,,,242,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,5,4,5,4,1,11.522878745280336,0,0,1
243,MONDO_0005148,direct_only,ENSG00000196628,TCF4,transcription factor 4,0.4726030567260625,,0.7707676283015031,,,,0.1325702759374476,-0.9955874241588528,,1.0,0.0,,1.0,0.0,1.0,,-0.86345717447604,0.8956800000000001,-0.0573774999999999,-1.0,-1.0,0.0,,,,,,,,243,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,13,6,9,7,1,22.69897000433602,3,1,1
244,MONDO_0005148,direct_only,ENSG00000172572,PDE3A,phosphodiesterase 3A,0.4721869352861405,,0.7734524693732331,,,,0.065183691077246,-0.3458356315499172,,1.0,0.0,255.0,1.0,1.0,0.0,1.0,0.0,0.1893099999999997,0.0,0.0,0.5,0.0,,,,,,,,244,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,3,2,2,1,15.221848749616356,0,0,1
245,MONDO_0005148,direct_only,ENSG00000145247,OCIAD2,OCIA domain containing 2,0.4708211399388092,,0.7744650242898126,,,,,0.9915057915057914,,0.0,0.0,,0.0,0.0,0.0,,-0.0537322466794323,0.2207799999999999,0.0,-1.0,0.5,0.0,,,,,,,,245,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,2,3,3,1,11.69897000433602,0,0,1
246,MONDO_0005148,direct_only,ENSG00000154359,LONRF1,LON peptidase N-terminal domain and ring finger 1,0.4704531137104941,,0.7738596490896072,,,,,-0.4963044677330391,,0.0,0.0,,0.0,1.0,0.0,,,0.3725749999999997,0.0,-1.0,-1.0,0.0,,,,,,,,246,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,4,1,4,3,1,16.397940008672037,0,0,1
247,MONDO_0005148,direct_only,ENSG00000167984,NLRC3,NLR family CARD domain containing 3,0.4702475596083983,,0.7735215282000203,,,,,0.593381136238279,,0.0,0.0,,0.0,0.0,0.0,,-0.1934970856490356,0.0,0.0,0.0,0.5,,,,,,,,,247,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,2,3,2,1,11.0,0,0,1
248,MONDO_0005148,direct_only,ENSG00000146830,GIGYF1,GRB10 interacting GYF protein 1,0.4692939267403108,,0.2480899564697114,,,,0.6120507682428523,-0.3887479316050745,,0.0,0.0,,0.0,0.0,0.0,,-0.6062487521094059,0.5797100000000001,0.0,-1.0,-1.0,0.0,,0.6963292572437155,,,,,,248,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,1,0,3,0,0,0,0,0,,0,0,0
249,MONDO_0005148,direct_only,ENSG00000105397,TYK2,tyrosine kinase 2,0.4691189268418959,,0.7489275881587967,,,,0.4547484968182751,-0.5373414230557088,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.9015325860226684,0.0,0.0,0.0,-1.0,0.0,,,,,,,,249,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
250,MONDO_0005148,direct_only,ENSG00000158186,MRAS,muscle RAS oncogene homolog,0.4690781474348159,,0.7709900031739592,,,,0.0121586159522324,-0.7464975179260893,,0.0,0.0,,0.0,0.0,0.0,,-0.2239962741949652,0.8317300000000003,0.0,-1.0,0.5,0.0,,,,,,,,250,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,5,4,5,4,1,16.30102999566398,0,0,1
251,MONDO_0005148,direct_only,ENSG00000169313,P2RY12,purinergic receptor P2Y12,0.4690392193258191,0.7616021936745586,,,,,0.1986341302728871,0.3330391616105901,0.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.1766567774881522,0.3567250000000001,0.0,0.0,1.0,0.0,,,,,,,,251,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
252,MONDO_0005148,direct_only,ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1,0.4689219504109994,,0.7611581608679223,,,,0.203656817199893,-0.971869829012686,,1.0,1.0,,1.0,0.0,0.0,,-0.7601817375631422,0.0,0.0,0.0,0.75,,,,,,,,,252,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,6,4,6,4,1,12.0,1,1,1
253,MONDO_0005148,direct_only,ENSG00000009335,UBE3C,ubiquitin protein ligase E3C,0.4682056535782237,,0.7684909381352094,,,,0.0334361938686391,-0.765030336458908,,0.0,0.0,,0.0,0.0,0.0,,-0.8720074976413567,0.6675899999999999,0.0,-1.0,-1.0,0.0,,,,,,,,253,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,24,19,20,15,1,57.69897000433602,1,1,1
254,MONDO_0005148,direct_only,ENSG00000118520,ARG1,arginase 1,0.4681010642826787,,0.7277903828369251,,,,0.8440064708466877,-0.2332046332046332,,1.0,0.0,,1.0,0.0,0.0,,-0.8966281388194769,0.3478250000000003,0.0,0.5,1.0,0.0,,,,,,,,254,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,7.698970004336019,1,1,1
255,MONDO_0005148,direct_only,ENSG00000036828,CASR,calcium sensing receptor,0.467590256172421,,0.7625035218811183,,,,0.1329388788802277,-0.7202426916712631,,1.0,0.0,,1.0,1.0,0.0,1.0,-0.8610095421007121,0.6892400000000002,0.0,0.5,1.0,0.0,,,,,,,,255,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,9,7,8,6,1,12.397940008672036,2,1,1
256,MONDO_0005148,direct_only,ENSG00000205359,SLCO6A1,solute carrier organic anion transporter family member 6A1,0.4674380114527709,,0.7574560079962165,,,,0.2288805365100528,0.2801985659128516,,0.0,0.0,,0.0,1.0,0.0,,-0.1012954787206396,0.0,0.0,1.0,1.0,0.0,,,,,,,,256,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,3,2,2,1,20.0,1,1,1
257,MONDO_0005148,direct_only,ENSG00000172260,NEGR1,neuronal growth regulator 1,0.4674094009451498,,0.7500632300992158,,,,0.3757948521990222,-0.7626034197462769,,0.0,0.0,,0.0,0.0,0.0,,-0.7723181045531998,0.7033900000000003,0.0,0.0,0.5,0.0,,,,,,,,257,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
258,MONDO_0005148,direct_only,ENSG00000155657,TTN,titin,0.4669548712276476,,0.7567557697830463,,,,0.2269907210936178,-0.7104247104247104,,0.0,0.0,,0.0,0.0,0.0,,-0.9795163035902668,0.4676450000000002,,0.0,0.5,0.0,,,,,,,,258,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,2,3,2,1,8.522878745280337,0,0,1
259,MONDO_0005148,direct_only,ENSG00000010818,HIVEP2,HIVEP zinc finger 2,0.4667739245887184,,0.7662878353624991,,,,0.030396539880581,-0.9907335907335908,,0.0,0.0,,0.0,0.0,0.0,,-0.3449868044933177,0.358135,0.0,-1.0,-1.0,0.0,,,,,,,,259,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,11,7,9,7,1,23.69897000433602,1,1,1
260,MONDO_0005148,direct_only,ENSG00000081138,CDH7,cadherin 7,0.4666427798458272,,0.7675919392126992,,,,,-0.629784886927744,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.8980899999999998,-0.0350324999999999,0.5,0.75,0.0,,,,,,,,260,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,3,3,3,1,14.154901959985745,0,0,1
261,MONDO_0005148,direct_only,ENSG00000182168,UNC5C,unc-5 netrin receptor C,0.4662008359041068,,0.7668649749867436,,,,,-0.5100937672366244,,0.0,0.0,,0.0,1.0,0.0,,-0.8261556485690021,0.8549950000000003,-0.0870025,0.0,0.5,0.0,,,,,,,,261,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,5,4,5,4,1,10.69897000433602,1,1,1
262,MONDO_0005148,direct_only,ENSG00000077044,DGKD,diacylglycerol kinase delta,0.4661031844477684,,0.7632944554719835,,,,0.0681978056812252,-0.6341974627688913,,0.0,0.0,,0.0,0.0,0.0,,-0.6055064615813599,0.7075800000000001,-0.1144974999999998,0.0,0.5,0.0,,,,,,,,262,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,6,4,6,4,1,20.69897000433602,2,1,1
263,MONDO_0005148,direct_only,ENSG00000171634,BPTF,bromodomain PHD finger transcription factor,0.4645603424008735,,0.7575383533510581,,,,0.132562687812534,-0.9965802537231108,1.0,1.0,1.0,,1.0,0.0,0.0,,-0.8258148374274615,0.142125,0.0,-1.0,-1.0,-1.0,,,,,,,,263,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,11,9,9,6,1,26.0,3,1,1
264,MONDO_0005148,direct_only,ENSG00000153820,SPHKAP,"SPHK1 interactor, AKAP domain containing",0.4636477770320155,,0.7537268622777826,,,,0.1787704945209974,-0.5862107004964148,,0.0,0.0,,0.0,0.0,0.0,,-0.2074078630200998,0.0,0.0,0.5,0.75,0.0,,,,,,,,264,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,3,4,3,1,11.522878745280336,1,1,1
265,MONDO_0005148,direct_only,ENSG00000029534,ANK1,ankyrin 1,0.4635487687179847,,0.7445408946514039,,,,0.3592326238771239,-0.8875896304467733,,0.0,1.0,,0.0,0.0,0.0,,-0.9696138000619652,0.531915,0.0,0.0,0.75,0.0,,,,,,,,265,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,32,15,22,16,1,93.69897000433602,14,1,1
266,MONDO_0005148,direct_only,ENSG00000172995,ARPP21,cAMP regulated phosphoprotein 21,0.4634219122219079,,0.762293856541821,,,,,-0.4209597352454495,,0.0,0.0,,0.0,0.0,0.0,,,0.1499400000000001,0.0,0.0,1.0,0.0,,,,,,,,266,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,3,3,2,1,9.69897000433602,0,0,1
267,MONDO_0005148,direct_only,ENSG00000174306,ZHX3,zinc fingers and homeoboxes 3,0.463131153646273,,0.7607517018672818,,,,0.0212775779164067,-0.7618312189740761,,0.0,0.0,,0.0,0.0,0.0,,-0.7477295117070282,0.2677849999999999,0.0,-1.0,-1.0,0.0,,,,,,,,267,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,6,1,6,3,1,14.096910013008056,3,1,1
268,MONDO_0005148,direct_only,ENSG00000140464,PML,PML nuclear body scaffold,0.4629256409910013,,0.7590458048599471,,,,0.0486344638089296,-0.5515719801434087,,0.0,0.0,,0.0,0.0,0.0,,-0.2398850663170737,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,268,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,4,4,3,1,12.397940008672036,0,0,1
269,MONDO_0005148,direct_only,ENSG00000169860,P2RY1,purinergic receptor P2Y1,0.4627638779190795,,0.7245740159476082,,,,0.7216518946547416,-0.0628792057363486,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.1555175632476158,0.7453099999999999,0.0,0.0,0.5,0.0,,,,,,0.0249673229958922,,269,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,3,1,3,2,1,21.30102999566398,0,0,1
270,MONDO_0005148,direct_only,ENSG00000151883,PARP8,poly(ADP-ribose) polymerase family member 8,0.4624966976037701,,0.7607719487494001,,,,,-0.5597352454495312,,1.0,0.0,,1.0,0.0,0.0,,-0.4580197190296931,0.8067900000000001,0.0,-1.0,0.5,0.0,,,,,,,,270,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,10,7,8,6,1,16.0,3,1,1
271,MONDO_0005148,direct_only,ENSG00000106460,TMEM106B,transmembrane protein 106B,0.4624840755583441,,0.7572640278401388,,,,0.0697431720593332,-0.2653061224489795,,0.0,0.0,,0.0,0.0,0.0,,-0.3002332597422416,0.7992699999999999,,-1.0,-1.0,0.0,,,,,,,,271,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,2,3,2,1,12.69897000433602,0,0,1
272,MONDO_0005148,direct_only,ENSG00000159692,CTBP1,C-terminal binding protein 1,0.4624670753383456,,0.7517335541691933,,,,0.1797933640578811,-0.6506343077771649,,0.0,0.0,,0.0,0.0,0.0,,-0.4685893261499613,0.93007,-0.5104900000000001,-1.0,-1.0,0.0,,,,,,,,272,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,12,4,12,8,1,69.0,2,1,1
